gene	geneCountCategory
V1008495	HGC
V1576201	HGC
V1013431	HGC
V1181752	HGC
V1177462	HGC
V1010947	HGC
V1230430	HGC
V1013311	HGC
V1073455	HGC
V1619853	HGC
V1392011	HGC
V1074069	HGC
V1834858	LGC
V1084381	HGC
V1603887	HGC
V1200468	HGC
V1008596	HGC
V1594291	HGC
V1011136	HGC
V1008496	HGC
V1079798	HGC
V1366884	HGC
V1088192	HGC
V1392272	HGC
V1013304	HGC
V1015375	HGC
V1368901	HGC
V1614891	HGC
V1010661	HGC
V1138803	HGC
V1040547	HGC
V1728013	HGC
V1366998	HGC
V1075033	HGC
V1010659	HGC
V1013305	HGC
V1337176	LGC
V1576661	HGC
V1006685	HGC
V1313717	HGC
V1042234	HGC
V1501870	HGC
V1014732	HGC
V1007014	HGC
V1010660	HGC
V1500439	HGC
V1354966	HGC
V1006962	HGC
V1559180	HGC
V1007905	HGC
V1195882	HGC
V1231237	HGC
V1295918	HGC
V1436641	HGC
V1067254	HGC
V1072266	HGC
V1485691	HGC
V1066986	HGC
V1012302	HGC
V1015374	HGC
V1353182	HGC
V1009575	HGC
V1337358	LGC
V1883810	HGC
V1230003	HGC
V1574099	LGC
V1485663	HGC
V1012952	HGC
V1007013	HGC
V1080812	HGC
V1080328	HGC
V1640380	HGC
V1043880	HGC
V1015279	HGC
V1144210	LGC
V1152427	HGC
V1265617	HGC
V1398731	HGC
V1564223	HGC
V1368477	HGC
V1010665	HGC
V1430975	HGC
V1870050	HGC
V1886719	LGC
V1081813	HGC
V1640334	HGC
V1617884	HGC
V1604687	HGC
V1011309	HGC
V1099628	HGC
V1366835	HGC
V1435342	HGC
V1009088	HGC
V1010034	HGC
V1152674	HGC
V1013092	HGC
V1483570	HGC
V1327667	HGC
V1010662	HGC
V1079799	HGC
V1432496	HGC
V1010650	HGC
V1375318	HGC
V1008595	HGC
V1603838	HGC
V1010664	HGC
V1265964	HGC
V1010667	HGC
V1375699	HGC
V1249839	HGC
V1484064	LGC
V1292575	HGC
V1018354	HGC
V1051831	HGC
V1578774	HGC
V1086903	HGC
V1403660	HGC
V1265462	HGC
V1077152	HGC
V1138313	HGC
V1013434	HGC
V1042360	HGC
V1010658	HGC
V1595708	HGC
V1339799	HGC
V1138842	HGC
V1008868	HGC
V1499465	HGC
V1375820	HGC
V1076687	HGC
V1011843	HGC
V1852109	HGC
V1074522	HGC
V1081400	HGC
V1374024	HGC
V1079173	HGC
V1016739	HGC
V1152905	HGC
V1541236	LGC
V1008438	HGC
V1576868	HGC
V1006798	HGC
V1139283	HGC
V1140098	HGC
V1175078	HGC
V1011312	HGC
V1138294	HGC
V1007007	HGC
V1006995	HGC
V1013432	HGC
V1195067	HGC
V1073738	HGC
V1074055	HGC
V1006835	HGC
V1519450	HGC
V1434355	HGC
V1576655	HGC
V1297356	LGC
V1886416	LGC
V1007916	HGC
V1010649	HGC
V1566080	HGC
V1886558	LGC
V1067493	HGC
V1499048	HGC
V1481366	LGC
V1640376	HGC
V1161054	HGC
V1430708	HGC
V1082145	HGC
V1552772	LGC
V1118976	HGC
V1272241	HGC
V1109620	HGC
V1066987	HGC
V1138616	HGC
V1577061	HGC
V1340164	HGC
V1013888	HGC
V1081021	HGC
V1640362	HGC
V1594574	HGC
V1018936	HGC
V1011879	HGC
V1886409	LGC
V1107502	HGC
V1010943	HGC
V1085032	HGC
V1392216	HGC
V1442703	HGC
V1139649	HGC
V1075411	HGC
V1007899	HGC
V1181604	HGC
V1074700	HGC
V1195068	HGC
V1007909	HGC
V1009897	HGC
V1368958	HGC
V1173647	HGC
V1467466	HGC
V1585127	HGC
V1138312	HGC
V1322633	HGC
V1513878	HGC
V1381099	HGC
V1230964	HGC
V1101641	LGC
V1595332	HGC
V1010180	HGC
V1085162	HGC
V1560186	HGC
V1469327	LGC
V1430644	HGC
V1144897	HGC
V1073798	HGC
V1144133	LGC
V1200344	HGC
V1503892	HGC
V1440841	HGC
V1364188	HGC
V1273957	HGC
V1365044	HGC
V1344192	HGC
V1144908	HGC
V1554521	HGC
V1007199	HGC
V1374529	HGC
V1011634	HGC
V1016738	HGC
V1199914	HGC
V1143984	LGC
V1033302	HGC
V1095854	HGC
V1010317	HGC
V1430573	HGC
V1006828	HGC
V1886517	LGC
V1367838	HGC
V1009402	HGC
V1230019	HGC
V1006847	HGC
V1640352	HGC
V1080826	HGC
V1084754	HGC
V1007183	HGC
V1144532	HGC
V1012611	HGC
V1138289	HGC
V1576228	HGC
V1265700	HGC
V1889488	LGC
V1198050	HGC
V1013433	HGC
V1500737	HGC
V1514705	HGC
V1007050	HGC
V1513893	HGC
V1534481	HGC
V1880392	LGC
V1576282	HGC
V1384074	LGC
V1045296	HGC
V1006996	HGC
V1010648	HGC
V1640305	HGC
V1425811	HGC
V1384044	LGC
V1640327	HGC
V1585543	HGC
V1014267	HGC
V1016182	HGC
V1008484	HGC
V1008512	HGC
V1033375	LGC
V1043350	HGC
V1083710	HGC
V1010313	HGC
V1138246	HGC
V1073737	HGC
V1007907	HGC
V1551811	HGC
V1603920	HGC
V1328255	HGC
V1393853	HGC
V1085061	HGC
V1007169	HGC
V1082990	HGC
V1496913	HGC
V1144313	LGC
V1009783	HGC
V1383877	LGC
V1587324	HGC
V1006864	HGC
V1083207	HGC
V1357847	HGC
V1277310	HGC
V1008929	HGC
V1433284	HGC
V1006859	HGC
V1234725	HGC
V1640373	HGC
V1613141	HGC
V1083585	HGC
V1327984	HGC
V1087127	HGC
V1081399	HGC
V1073219	HGC
V1079141	HGC
V1640306	HGC
V1015282	HGC
V1265179	HGC
V1009565	HGC
V1010306	HGC
V1015277	HGC
V1580955	LGC
V1009825	HGC
V1077237	HGC
V1088148	HGC
V1152475	HGC
V1491685	HGC
V1073235	HGC
V1411416	HGC
V1043994	HGC
V1852028	HGC
V1576285	HGC
V1581223	LGC
V1010336	HGC
V1066031	HGC
V1067850	HGC
V1557736	HGC
V1065594	HGC
V1589874	HGC
V1442447	HGC
V1404036	HGC
V1374743	HGC
V1013890	HGC
V1015276	HGC
