gene	geneCountCategory
V1177462	HGC
V1093074	HGC
V1852142	HGC
V1295229	HGC
V1195882	HGC
V1012818	HGC
V1385101	LGC
V1413458	HGC
V1151576	HGC
V1392011	HGC
V1581637	LGC
V1039802	HGC
V1201618	HGC
V1165440	LGC
V1006204	HGC
V1574099	LGC
V1886409	LGC
V1144133	LGC
V1053544	HGC
V1010605	HGC
V1398731	HGC
V1552772	LGC
V1033302	HGC
V1430573	HGC
V1541236	LGC
V1886466	LGC
V1886416	LGC
V1381099	HGC
V1481366	LGC
V1014517	HGC
V1886719	LGC
V1380652	HGC
V1200739	HGC
V1232339	HGC
V1357535	HGC
V1347564	HGC
V1014932	HGC
V1886399	LGC
V1075411	HGC
V1297356	LGC
V1010603	HGC
V1884213	HGC
V1144210	LGC
V1381169	HGC
V1392216	HGC
V1014074	HGC
V1886538	LGC
V1580955	LGC
V1852109	HGC
V1886517	LGC
V1364188	HGC
V1143984	LGC
V1886461	LGC
V1339799	HGC
V1010370	HGC
V1044739	HGC
V1886464	LGC
V1879918	LGC
V1172319	HGC
V1010320	HGC
V1552804	LGC
V1367011	HGC
V1581223	LGC
V1144304	LGC
V1325957	HGC
V1095854	HGC
V1363976	HGC
V1886605	LGC
V1043994	HGC
V1238174	HGC
V1297375	LGC
V1592800	LGC
V1491685	HGC
V1076325	HGC
V1421861	HGC
V1420630	LGC
V1016291	HGC
V1266125	HGC
V1037377	HGC
V1469327	LGC
V1059001	HGC
V1239646	HGC
V1481436	LGC
V1060343	HGC
V1170101	HGC
V1389384	LGC
V1339706	HGC
V1389769	LGC
V1375437	HGC
V1886398	LGC
V1009698	HGC
V1517484	HGC
V1879897	LGC
V1175702	HGC
V1431657	HGC
V1340164	HGC
V1340709	HGC
V1012379	HGC
V1519450	HGC
V1562543	HGC
V1879985	LGC
V1399193	LGC
V1099628	HGC
V1500383	HGC
V1559864	HGC
V1012925	HGC
V1886153	LGC
V1499093	HGC
V1481392	LGC
V1172414	HGC
V1886712	LGC
V1879847	LGC
V1886965	LGC
V1852028	HGC
V1009873	HGC
V1607555	HGC
V1572527	HGC
V1879848	LGC
V1552713	LGC
V1337358	LGC
V1152635	HGC
V1548869	HGC
V1464388	HGC
V1163243	LGC
V1450187	LGC
V1420620	LGC
V1101641	LGC
V1366835	HGC
V1604823	HGC
V1520185	HGC
V1188463	HGC
V1144313	LGC
V1265557	HGC
V1078022	HGC
V1010604	HGC
V1158598	HGC
V1339861	HGC
V1879849	LGC
V1033721	HGC
V1553663	HGC
V1392006	HGC
V1484064	LGC
V1819331	HGC
V1609073	LGC
V1016891	HGC
V1033375	LGC
V1530689	HGC
V1091760	HGC
V1580921	LGC
V1102240	HGC
V1450333	LGC
V1151846	HGC
V1886513	LGC
V1420295	LGC
V1383824	LGC
V1009707	HGC
V1503145	LGC
V1238012	HGC
V1096366	HGC
V1430708	HGC
V1364433	HGC
V1413090	HGC
V1728013	HGC
V1011009	HGC
V1012820	HGC
V1006125	HGC
V1385524	HGC
V1580854	LGC
V1886400	LGC
V1608313	HGC
V1015867	HGC
V1088148	HGC
V1500632	HGC
V1159530	HGC
V1440338	HGC
V1019516	HGC
V1423330	LGC
V1446687	LGC
V1886405	LGC
V1356740	HGC
V1886580	LGC
V1266145	HGC
V1166828	HGC
V1886629	LGC
V1015868	HGC
V1357141	HGC
V1491718	HGC
V1580786	LGC
V1383877	LGC
V1594051	HGC
V1466243	HGC
V1581212	LGC
V1883290	LGC
V1886489	LGC
V1017440	HGC
V1886558	LGC
V1886446	LGC
V1380402	HGC
V1042441	HGC
V1886410	LGC
V1553636	HGC
V1886303	LGC
V1100374	HGC
V1429916	HGC
V1038290	HGC
V1327808	HGC
V1077866	HGC
V1581271	LGC
V1399511	LGC
V1886440	LGC
V1195449	HGC
V1010716	HGC
V1886473	LGC
V1550366	HGC
V1201514	HGC
V1430568	HGC
V1547956	HGC
V1373874	HGC
V1469285	LGC
V1469363	LGC
V1519499	HGC
V1580703	LGC
V1237384	HGC
V1887155	LGC
V1011011	HGC
V1186152	HGC
V1011016	HGC
V1484002	LGC
V1430382	HGC
V1324413	HGC
V1339711	HGC
V1467000	HGC
V1016999	HGC
V1266647	HGC
V1090580	HGC
V1339995	HGC
V1045334	HGC
V1197347	HGC
V1144017	LGC
V1339870	HGC
V1399043	LGC
V1389989	LGC
V1886699	LGC
V1092088	HGC
V1171738	HGC
V1484261	LGC
V1153964	HGC
V1469298	LGC
V1386738	HGC
V1425811	HGC
V1045294	HGC
V1144065	LGC
V1464058	HGC
V1256496	LGC
V1886116	LGC
V1889488	LGC
V1158726	HGC
V1886979	LGC
V1143837	LGC
V1237481	HGC
V1464061	HGC
V1484187	LGC
V1049443	HGC
V1149256	LGC
V1595331	HGC
V1162021	HGC
V1015866	HGC
V1157973	HGC
V1340027	HGC
V1886673	LGC
V1038507	HGC
V1419680	LGC
V1364363	HGC
V1099084	HGC
V1266521	HGC
V1144281	LGC
V1295918	HGC
V1366629	LGC
V1011014	HGC
V1072128	HGC
V1886557	LGC
V1143907	LGC
V1445679	LGC
V1574805	HGC
V1881261	HGC
V1239647	HGC
V1575314	HGC
V1290408	LGC
V1265582	HGC
V1018464	HGC
V1099394	HGC
V1886283	LGC
V1886072	LGC
V1366482	LGC
V1886570	LGC
V1886654	LGC
V1820421	HGC
V1267333	HGC
V1394499	HGC
V1316499	HGC
V1238100	HGC
V1295801	HGC
V1570293	HGC
V1886609	LGC
V1608734	LGC
V1043350	HGC
V1552830	LGC
V1547673	HGC
V1886602	LGC
V1011015	HGC
V1886502	LGC
V1011012	HGC
V1875176	HGC
V1879966	LGC
V1016890	HGC
V1620445	HGC
V1196712	HGC
V1379164	HGC
V1884198	HGC
V1392944	HGC
V1385880	HGC
V1886073	LGC
V1039764	HGC
V1017849	HGC
V1834818	HGC
V1141110	HGC
V1364807	HGC
