gene	geneCountCategory
V1093074	HGC
V1552804	LGC
V1392216	HGC
V1491685	HGC
V1500383	HGC
V1499093	HGC
V1195882	HGC
V1886719	LGC
V1552772	LGC
V1144210	LGC
V1886652	LGC
V1886558	LGC
V1580955	LGC
V1541236	LGC
V1339799	HGC
V1886416	LGC
V1574099	LGC
V1144133	LGC
V1885559	LGC
V1852109	HGC
V1381099	HGC
V1430573	HGC
V1469318	LGC
V1886517	LGC
V1095854	HGC
V1297356	LGC
V1101641	LGC
V1075411	HGC
V1886409	LGC
V1886605	LGC
V1519450	HGC
V1211172	HGC
V1144314	LGC
V1381169	HGC
V1033302	HGC
V1481366	LGC
V1143984	LGC
V1580921	LGC
V1094639	HGC
V1615108	LGC
V1442352	HGC
V1799411	HGC
V1880135	LGC
V1043994	HGC
V1875142	LGC
V1266037	HGC
V1889488	LGC
V1879897	LGC
V1886538	LGC
V1144313	LGC
V1483332	HGC
V1220964	HGC
V1886965	LGC
V1045363	HGC
V1594919	HGC
V1465413	HGC
V1886635	LGC
V1389769	LGC
V1464388	HGC
V1581223	LGC
V1389384	LGC
V1340709	HGC
V1046755	LGC
V1886399	LGC
V1043313	HGC
V1059001	HGC
V1886629	LGC
V1879849	LGC
V1879985	LGC
V1879848	LGC
V1879847	LGC
V1852028	HGC
V1562543	HGC
V1879918	LGC
V1363976	HGC
V1297375	LGC
V1078022	HGC
V1481392	LGC
V1380652	HGC
V1144304	LGC
V1430882	HGC
V1295070	HGC
V1886398	LGC
V1594051	HGC
V1886512	LGC
V1886153	LGC
V1339870	HGC
V1886461	LGC
V1552713	LGC
V1609073	LGC
V1339706	HGC
V1886585	LGC
V1519499	HGC
V1552930	LGC
V1592800	LGC
V1595331	HGC
V1518834	HGC
V1092088	HGC
V1581271	LGC
V1886712	LGC
V1608313	HGC
V1042408	HGC
V1469297	LGC
V1060343	HGC
V1096366	HGC
V1491718	HGC
V1886547	LGC
V1483823	HGC
V1340164	HGC
V1886580	LGC
V1364188	HGC
V1572527	HGC
V1574805	HGC
V1430382	HGC
V1077866	HGC
V1608734	LGC
V1430689	HGC
V1033375	LGC
V1886464	LGC
V1164826	LGC
V1886496	LGC
V1530689	HGC
V1520185	HGC
V1431657	HGC
V1521364	HGC
V1886555	LGC
V1481436	LGC
V1886439	LGC
V1399511	LGC
V1467000	HGC
V1195980	HGC
V1581212	LGC
V1392006	HGC
V1091760	HGC
V1143837	LGC
V1518180	HGC
V1423938	HGC
V1886598	LGC
V1158598	HGC
V1364296	HGC
V1547357	LGC
V1339711	HGC
V1469298	LGC
V1044037	HGC
V1096225	HGC
V1886489	LGC
V1498827	HGC
