gene	geneCountCategory
V1294718	HGC
V1295918	HGC
V1367011	HGC
V1265557	HGC
V1354906	HGC
V1073455	HGC
V1012818	HGC
V1189108	HGC
V1888233	LGC
V1395279	HGC
V1177462	HGC
V1574099	LGC
V1079798	HGC
V1022997	HGC
V1485691	HGC
V1044911	HGC
V1088192	HGC
V1467596	HGC
V1069833	HGC
V1506464	HGC
V1411091	HGC
V1075033	HGC
V1195882	HGC
V1547956	HGC
V1392272	HGC
V1201618	HGC
V1072266	HGC
V1093074	HGC
V1266145	HGC
V1010320	HGC
V1499465	HGC
V1500439	HGC
V1144133	LGC
V1365503	HGC
V1430573	HGC
V1138842	HGC
V1077152	HGC
V1079799	HGC
V1074522	HGC
V1292575	HGC
V1138616	HGC
V1238174	HGC
V1328545	HGC
V1074069	HGC
V1081813	HGC
V1395747	HGC
V1440419	HGC
V1144088	LGC
V1081400	HGC
V1551811	HGC
V1412710	HGC
V1043880	HGC
V1886719	LGC
V1174611	HGC
V1175702	HGC
V1499048	HGC
V1576661	HGC
V1012379	HGC
V1014517	HGC
V1272241	HGC
V1014074	HGC
V1152427	HGC
V1436641	HGC
V1521364	HGC
V1288460	HGC
V1374743	HGC
V1040877	HGC
V1010370	HGC
V1073738	HGC
V1391872	HGC
V1143837	LGC
V1416556	LGC
V1152905	HGC
V1178485	HGC
V1010451	HGC
V1541236	LGC
V1482495	HGC
V1139649	HGC
V1467466	HGC
V1553663	HGC
V1200739	HGC
V1108111	HGC
V1491685	HGC
V1408361	HGC
V1081021	HGC
V1881261	HGC
V1374529	HGC
V1009698	HGC
V1375437	HGC
V1268317	HGC
V1015867	HGC
V1173647	HGC
V1138843	HGC
V1452793	HGC
V1081399	HGC
V1435342	HGC
V1577061	HGC
V1101641	LGC
V1339799	HGC
V1042479	HGC
V1079141	HGC
V1483513	HGC
V1265700	HGC
V1118483	HGC
V1687101	HGC
V1468264	HGC
V1277310	HGC
V1852109	HGC
V1366884	HGC
V1087127	HGC
V1017894	HGC
V1076102	HGC
V1577002	HGC
V1084025	HGC
V1084754	HGC
V1368958	HGC
V1613141	HGC
V1154487	HGC
V1397777	HGC
V1374854	HGC
V1138803	HGC
V1575066	HGC
V1566080	HGC
V1010971	HGC
V1201619	HGC
V1073737	HGC
V1297356	LGC
V1408247	HGC
V1076810	HGC
V1067188	HGC
V1166870	HGC
V1083488	HGC
V1190680	HGC
V1266125	HGC
V1013092	HGC
V1145224	HGC
V1139917	HGC
V1174941	HGC
V1011483	HGC
V1074700	HGC
V1342904	HGC
V1553636	HGC
V1144210	LGC
V1152475	HGC
V1143984	LGC
V1481366	LGC
V1375820	HGC
V1081240	HGC
V1602665	HGC
V1080826	HGC
V1430882	HGC
V1081970	HGC
V1074055	HGC
V1886416	LGC
V1073219	HGC
V1103826	HGC
V1420620	LGC
V1564708	HGC
V1574907	HGC
V1016891	HGC
V1079173	HGC
V1440338	HGC
V1074148	HGC
V1016291	HGC
V1083489	HGC
V1073922	HGC
V1080453	HGC
V1043070	HGC
V1723300	HGC
V1879848	LGC
V1354905	HGC
V1069194	HGC
V1037868	HGC
V1440841	HGC
V1552772	LGC
V1140098	HGC
V1483367	HGC
V1118976	HGC
V1841306	HGC
V1080854	HGC
V1144313	LGC
V1481392	LGC
V1075465	HGC
V1485188	HGC
V1045296	HGC
V1042360	HGC
V1294663	HGC
V1886605	LGC
V1399043	LGC
V1138253	HGC
V1138312	HGC
V1083710	HGC
V1075480	HGC
V1010605	HGC
V1085061	HGC
V1352031	HGC
V1166828	HGC
V1820402	HGC
V1082561	HGC
V1080459	HGC
V1040586	HGC
V1339706	HGC
V1009361	HGC
V1039802	HGC
V1381099	HGC
V1576398	HGC
V1736951	HGC
V1082145	HGC
V1091811	HGC
V1042478	HGC
V1153964	HGC
V1501870	HGC
V1039764	HGC
V1500737	HGC
V1559864	HGC
V1079455	HGC
V1073427	HGC
V1010445	HGC
V1199704	HGC
V1068084	HGC
V1016844	HGC
V1080488	HGC
V1010446	HGC
V1074685	HGC
V1082180	HGC
V1010716	HGC
V1087133	HGC
V1122767	HGC
V1139283	HGC
V1012925	HGC
V1328086	HGC
V1154539	HGC
V1886584	LGC
V1602996	HGC
V1238012	HGC
V1581223	LGC
V1433284	HGC
V1009707	HGC
V1879985	LGC
V1410358	HGC
V1015868	HGC
V1059001	HGC
V1369387	HGC
V1883290	LGC
V1364433	HGC
V1080015	HGC
V1110058	HGC
V1075073	HGC
V1073923	HGC
V1464061	HGC
V1038297	HGC
V1593683	HGC
V1138844	HGC
V1327984	HGC
V1080812	HGC
V1353182	HGC
V1151091	HGC
V1080455	HGC
V1364188	HGC
V1080489	HGC
V1503856	HGC
V1013250	HGC
V1385524	HGC
V1039342	HGC
V1375113	HGC
V1612479	HGC
V1380402	HGC
V1411416	HGC
V1038507	HGC
V1375425	HGC
V1018464	HGC
V1040473	HGC
V1422497	HGC
V1138313	HGC
V1617409	HGC
V1138324	HGC
V1074383	HGC
V1073414	HGC
V1076928	HGC
V1072924	HGC
V1033375	LGC
V1138661	HGC
V1541210	LGC
V1008714	HGC
V1011016	HGC
V1415812	LGC
V1394807	HGC
V1075411	HGC
V1081969	HGC
V1073924	HGC
V1080997	HGC
V1070014	HGC
V1265582	HGC
V1015866	HGC
V1356740	HGC
V1101083	HGC
V1177532	HGC
V1340164	HGC
V1438435	HGC
V1039101	HGC
V1366656	LGC
V1389769	LGC
V1073235	HGC
V1886409	LGC
V1079230	HGC
V1038290	HGC
V1083487	HGC
V1088148	HGC
V1152674	HGC
V1104643	HGC
V1736967	HGC
V1085162	HGC
V1014932	HGC
V1085032	HGC
V1442477	HGC
V1275414	HGC
V1039005	HGC
V1073610	HGC
V1399711	HGC
V1550366	HGC
V1083585	HGC
V1079172	HGC
V1458722	HGC
V1354940	HGC
V1576338	HGC
V1339870	HGC
V1198050	HGC
V1269313	HGC
V1089092	HGC
V1340709	HGC
V1879897	LGC
V1095854	HGC
V1498602	HGC
V1553763	HGC
V1559309	HGC
V1441364	HGC
V1398523	HGC
V1594012	HGC
V1071489	HGC
V1073413	HGC
V1071061	HGC
V1884213	HGC
V1010072	HGC
V1389384	LGC
V1011014	HGC
V1519450	HGC
V1074059	HGC
V1103825	HGC
V1297375	LGC
V1420630	LGC
V1015185	HGC
V1841419	HGC
V1547588	HGC
V1082647	HGC
V1080828	HGC
V1364636	HGC
V1037967	HGC
V1294890	HGC
V1322633	HGC
V1143990	LGC
V1084261	HGC
V1070540	HGC
V1841396	HGC
V1082749	HGC
V1269402	HGC
V1017590	HGC
V1105705	HGC
V1728013	HGC
V1102449	HGC
V1012820	HGC
V1073798	HGC
V1569324	HGC
V1594748	HGC
V1007440	HGC
V1194990	HGC
V1445426	LGC
V1080630	HGC
V1326836	HGC
V1166797	HGC
V1070545	HGC
V1011009	HGC
V1354953	HGC
V1177863	HGC
V1886965	LGC
V1553580	HGC
V1374846	HGC
V1879918	LGC
V1041428	HGC
V1841430	HGC
V1085507	HGC
V1138248	HGC
V1082319	HGC
V1084373	HGC
V1294696	HGC
V1180042	HGC
V1879847	LGC
V1249121	HGC
V1841384	HGC
V1392083	HGC
V1168235	HGC
V1374569	HGC
V1197333	HGC
V1432853	HGC
V1073993	HGC
V1464058	HGC
V1060343	HGC
V1886517	LGC
V1552748	LGC
V1072349	HGC
V1081266	HGC
V1103723	HGC
V1033302	HGC
V1235850	HGC
V1007844	HGC
V1007473	HGC
V1138247	HGC
V1042555	HGC
V1138323	HGC
V1076929	HGC
V1102145	HGC
V1058170	HGC
V1082990	HGC
V1137057	HGC
V1881163	HGC
V1613031	HGC
V1007441	HGC
V1879849	LGC
V1498595	HGC
V1294822	HGC
V1431950	HGC
V1465413	HGC
V1496913	HGC
V1081148	HGC
V1552713	LGC
V1558287	HGC
V1612264	HGC
V1882884	LGC
V1354657	HGC
V1011952	HGC
V1565781	HGC
V1007426	HGC
V1138601	HGC
V1085680	HGC
V1434355	HGC
V1151616	HGC
V1381908	HGC
V1011157	HGC
V1397237	HGC
V1335069	HGC
V1007967	HGC
V1013990	HGC
V1374419	HGC
V1366482	LGC
V1482487	HGC
V1547407	HGC
V1576351	HGC
V1155393	HGC
V1015011	HGC
V1481436	LGC
V1073415	HGC
V1483720	HGC
V1041200	HGC
V1464766	HGC
V1879999	LGC
V1075430	HGC
V1258090	HGC
V1074062	HGC
V1469327	LGC
V1408712	HGC
V1103247	HGC
V1179088	HGC
V1141150	HGC
V1425877	HGC
V1073739	HGC
V1074886	HGC
V1374087	HGC
V1500012	HGC
V1013794	HGC
V1334705	HGC
V1043994	HGC
V1079328	HGC
V1373874	HGC
V1090535	HGC
V1441127	HGC
V1138617	HGC
V1010371	HGC
V1190729	HGC
V1144281	LGC
V1083372	HGC
V1380652	HGC
V1358890	HGC
V1580786	LGC
V1375318	HGC
V1102521	HGC
V1080012	HGC
V1040581	HGC
V1040657	HGC
V1102774	HGC
V1010897	HGC
V1240249	HGC
V1240761	HGC
V1039311	HGC
V1082201	HGC
V1440527	HGC
V1040580	HGC
V1153330	HGC
V1841403	HGC
V1079145	HGC
V1530442	HGC
V1736903	HGC
V1008730	HGC
V1241397	HGC
V1139033	HGC
V1012601	HGC
V1489066	HGC
V1886712	LGC
V1138614	HGC
V1007436	HGC
V1144023	LGC
V1403556	HGC
V1011012	HGC
V1291848	HGC
V1522026	HGC
V1043350	HGC
V1431027	HGC
V1144304	LGC
V1079324	HGC
V1017440	HGC
V1200625	HGC
V1086903	HGC
V1087039	HGC
V1071065	HGC
V1354908	HGC
V1138351	HGC
V1042495	HGC
V1423312	LGC
V1106547	HGC
V1085814	HGC
V1886558	LGC
V1083391	HGC
V1547617	HGC
V1265692	HGC
V1076687	HGC
V1080456	HGC
V1011015	HGC
V1249122	HGC
V1580955	LGC
V1075065	HGC
V1145270	HGC
V1041179	HGC
V1295001	HGC
V1574627	HGC
V1820497	HGC
V1889488	LGC
V1012782	HGC
V1039702	HGC
V1102780	HGC
V1075094	HGC
V1016890	HGC
V1104190	HGC
V1391823	HGC
V1081814	HGC
V1139151	HGC
V1146313	HGC
V1083359	HGC
V1072283	HGC
V1082432	HGC
V1273957	HGC
V1010826	HGC
V1886464	LGC
V1551954	HGC
V1082084	HGC
V1088710	HGC
V1171335	HGC
V1180252	HGC
V1121567	HGC
V1202447	HGC
V1138294	HGC
V1275127	HGC
V1017849	HGC
V1121000	HGC
V1103849	HGC
V1106664	HGC
V1374878	HGC
V1140670	HGC
V1576382	HGC
V1085416	HGC
V1491718	HGC
V1082262	HGC
V1249999	HGC
V1149253	LGC
V1015123	HGC
V1081379	HGC
V1379996	HGC
V1075399	HGC
V1144196	LGC
V1500210	HGC
V1436794	HGC
V1357210	HGC
V1616735	HGC
V1103366	HGC
V1167101	HGC
V1013989	HGC
V1040402	HGC
V1342929	HGC
V1041445	HGC
