gene	geneCountCategory
V1074313	HGC
V1572176	HGC
V1247424	HGC
V1339799	HGC
V1013092	HGC
V1194993	HGC
V1236403	LGC
V1585178	HGC
V1504200	HGC
V1008495	HGC
V1421051	HGC
V1604062	HGC
V1290764	HGC
V1012818	HGC
V1504617	HGC
V1421347	HGC
V1345818	HGC
V1200593	HGC
V1189108	HGC
V1500383	HGC
V1568319	HGC
V1093074	HGC
V1083372	HGC
V1190266	HGC
V1194965	HGC
V1067558	HGC
V1420630	LGC
V1369262	HGC
V1067559	HGC
V1065438	HGC
V1574099	LGC
V1553877	HGC
V1041445	HGC
V1066640	HGC
V1235913	HGC
V1420620	LGC
V1294607	HGC
V1065923	HGC
V1394860	HGC
V1577340	HGC
V1144133	LGC
V1557734	HGC
V1504616	HGC
V1346782	HGC
V1430573	HGC
V1195882	HGC
V1886719	LGC
V1393615	HGC
V1066925	HGC
V1013090	HGC
V1237635	HGC
V1491685	HGC
V1067937	HGC
V1181275	HGC
V1345442	HGC
V1066648	HGC
V1322633	HGC
V1356102	HGC
V1421438	HGC
V1099396	HGC
V1380123	HGC
V1067099	HGC
V1357366	HGC
V1066910	HGC
V1547327	LGC
V1381099	HGC
V1067088	HGC
V1507021	HGC
V1273194	HGC
V1566034	HGC
V1524769	HGC
V1268218	HGC
V1201618	HGC
V1012671	HGC
V1345817	HGC
V1464057	HGC
V1464061	HGC
V1464058	HGC
V1068288	HGC
V1014074	HGC
V1541236	LGC
V1011086	HGC
V1583520	HGC
V1392216	HGC
V1886517	LGC
V1168352	HGC
V1883290	LGC
V1375425	HGC
V1504360	HGC
V1588398	HGC
V1066613	HGC
V1553939	HGC
V1010072	HGC
V1145959	HGC
V1143984	LGC
V1042479	HGC
V1068297	HGC
V1066917	HGC
V1436641	HGC
V1040877	HGC
V1346922	HGC
V1554033	HGC
V1574166	HGC
V1065433	HGC
V1011088	HGC
V1482601	HGC
V1352031	HGC
V1067037	HGC
V1065535	HGC
V1552772	LGC
V1013127	HGC
V1295007	HGC
V1886416	LGC
V1067114	HGC
V1195014	HGC
V1099403	HGC
V1010370	HGC
V1427838	HGC
V1414152	HGC
V1580955	LGC
V1373597	HGC
V1549500	HGC
V1581637	LGC
V1200739	HGC
V1504607	HGC
V1356603	HGC
V1560688	HGC
V1066171	HGC
V1295099	HGC
V1070026	HGC
V1042097	HGC
V1066614	HGC
V1482600	HGC
V1346640	HGC
V1007060	HGC
V1345647	HGC
V1422203	HGC
V1010069	HGC
V1065536	HGC
V1357096	HGC
V1552804	LGC
V1233016	HGC
V1074835	HGC
V1014673	HGC
V1513559	LGC
V1432496	HGC
V1111738	HGC
V1067560	HGC
V1174639	HGC
V1564971	HGC
V1481366	LGC
V1297356	LGC
V1467466	HGC
V1386220	HGC
V1070282	HGC
V1177462	HGC
V1886605	LGC
V1346547	HGC
V1233560	HGC
V1066642	HGC
V1067581	HGC
