gene	geneCountCategory
V1886560	LGC
V1885559	LGC
V1615108	LGC
V1614064	HGC
V1886600	LGC
V1880135	LGC
V1799411	HGC
V1819490	LGC
V1886559	LGC
V1886755	LGC
V1886547	LGC
V1819486	LGC
V1819485	LGC
V1136381	LGC
V1886757	LGC
V1423938	HGC
V1819494	LGC
V1886762	LGC
V1339870	HGC
V1425581	HGC
V1136382	LGC
V1880211	LGC
V1221634	HGC
V1880839	LGC
V1885438	LGC
V1883385	LGC
V1219985	HGC
V1214488	HGC
V1886395	LGC
V1213423	HGC
V1819489	LGC
V1819482	LGC
V1728013	HGC
V1886721	LGC
V1238011	HGC
V1149748	LGC
V1339744	HGC
V1340013	HGC
V1448858	HGC
V1150071	LGC
V1101532	LGC
V1227353	HGC
V1886542	LGC
V1336800	LGC
V1157136	HGC
V1714616	HGC
V1219777	HGC
V1886397	LGC
V1819480	LGC
V1448294	HGC
V1213106	HGC
V1884601	LGC
V1819488	LGC
V1158337	HGC
V1155989	HGC
V1492231	HGC
V1237788	HGC
V1819499	LGC
V1819564	HGC
V1886769	LGC
V1226913	HGC
V1211172	HGC
V1886527	LGC
V1882317	LGC
V1614739	HGC
V1883066	LGC
V1448413	HGC
V1885605	LGC
V1156119	HGC
V1221300	HGC
V1883054	LGC
V1885577	LGC
V1819496	LGC
V1339690	HGC
V1223012	HGC
V1339706	HGC
V1425603	HGC
V1883089	LGC
V1882984	LGC
V1883050	LGC
V1819487	LGC
V1213560	HGC
V1339855	HGC
V1547357	LGC
V1819481	LGC
V1238017	HGC
V1885610	LGC
V1605871	LGC
V1416302	LGC
V1880277	LGC
V1597060	HGC
V1221247	HGC
V1177462	HGC
V1886396	LGC
V1705067	HGC
V1225002	HGC
V1885631	LGC
V1220400	HGC
V1221530	HGC
V1149487	LGC
V1136848	LGC
V1155382	HGC
V1597161	HGC
V1238044	HGC
V1885446	LGC
V1886675	LGC
V1799338	LGC
V1219134	HGC
V1237762	HGC
V1880301	LGC
V1203964	HGC
V1885405	LGC
V1203759	HGC
V1149527	LGC
V1819558	LGC
V1155988	HGC
V1340941	HGC
V1885641	LGC
V1886599	LGC
V1225501	HGC
V1886766	LGC
V1399240	LGC
V1149997	LGC
V1819497	LGC
V1399520	LGC
V1150763	LGC
V1221239	HGC
V1223853	HGC
V1222967	HGC
V1155827	HGC
V1238693	HGC
V1551811	HGC
V1340356	HGC
V1510949	LGC
V1226419	HGC
V1448347	HGC
V1076325	HGC
V1157463	HGC
V1212651	HGC
V1229192	HGC
V1224444	HGC
V1886601	LGC
V1448362	HGC
V1596921	HGC
V1574482	HGC
V1154364	HGC
V1211406	HGC
V1212586	HGC
V1204013	HGC
V1221890	HGC
V1237882	HGC
V1819469	HGC
V1448570	HGC
V1598199	HGC
V1340475	HGC
V1819483	LGC
V1714465	HGC
V1211666	HGC
V1213498	HGC
V1883329	LGC
V1212876	HGC
V1136539	LGC
V1157375	HGC
V1887330	LGC
V1227216	HGC
V1157137	HGC
V1221813	HGC
V1524304	HGC
V1880658	LGC
V1149983	LGC
V1886760	LGC
V1885509	LGC
V1155275	HGC
V1890928	LGC
V1808657	HGC
V1340035	HGC
V1212585	HGC
V1490440	HGC
V1884531	LGC
V1149947	LGC
V1237699	HGC
V1154853	HGC
V1149888	LGC
V1885565	LGC
V1887476	LGC
V1886393	LGC
V1399468	LGC
V1399251	LGC
V1297356	LGC
V1880997	LGC
V1340020	HGC
V1511092	LGC
V1220464	HGC
V1149837	LGC
V1556822	HGC
V1238027	HGC
V1424924	HGC
V1157499	HGC
V1886412	LGC
V1880664	LGC
V1912524	HGC
V1149778	LGC
V1885553	LGC
V1606169	LGC
V1224163	HGC
V1341443	HGC
V1224428	HGC
V1448879	HGC
V1886561	LGC
V1010451	HGC
V1227446	HGC
V1448392	HGC
V1885525	LGC
V1214173	HGC
V1013898	HGC
V1211369	HGC
V1341364	HGC
V1237795	HGC
V1885643	LGC
V1884739	LGC
V1341413	HGC
V1880395	LGC
V1297726	LGC
V1448511	HGC
V1224738	HGC
V1297375	LGC
V1222057	HGC
V1886833	LGC
V1227395	HGC
V1203437	HGC
V1237730	HGC
V1886676	LGC
V1819479	LGC
V1293819	HGC
V1340879	HGC
V1890936	LGC
V1237927	HGC
V1881261	HGC
V1354657	HGC
V1237638	HGC
V1339738	HGC
V1224026	HGC
V1384044	LGC
V1341100	HGC
V1880808	LGC
V1605887	LGC
V1136466	LGC
V1156207	HGC
V1212834	HGC
V1228452	HGC
V1156849	HGC
V1213275	HGC
V1425847	HGC
V1591707	LGC
V1883611	HGC
V1012818	HGC
V1890935	LGC
V1449168	HGC
V1884769	LGC
V1315998	HGC
V1597300	HGC
V1154866	HGC
V1238768	HGC
V1880335	LGC
V1556795	HGC
V1704843	HGC
V1468264	HGC
V1597455	HGC
V1213000	HGC
V1890947	LGC
V1912281	HGC
V1597050	HGC
V1597057	HGC
V1890948	LGC
V1448751	HGC
V1340660	HGC
V1302592	LGC
V1150064	LGC
V1764732	LGC
V1341316	HGC
V1215081	LGC
V1714864	HGC
V1238704	HGC
V1203338	HGC
V1156037	HGC
V1601174	HGC
V1606377	LGC
V1302190	LGC
V1156173	HGC
V1890204	LGC
V1448835	HGC
V1174941	HGC
V1597648	HGC
V1238340	HGC
V1302970	LGC
V1340839	HGC
V1399452	LGC
V1167457	HGC
V1149769	LGC
V1156812	HGC
V1885725	LGC
V1421861	HGC
V1491859	HGC
V1596972	HGC
V1912187	HGC
V1155002	HGC
V1340753	HGC
V1596809	HGC
V1885217	LGC
V1728061	HGC
V1064179	HGC
V1211620	HGC
V1297809	LGC
V1912193	HGC
V1481451	LGC
V1340011	HGC
V1214027	HGC
V1213026	HGC
V1200625	HGC
V1154366	HGC
V1219214	HGC
V1449259	HGC
V1149299	LGC
V1448714	HGC
V1238267	HGC
V1880536	LGC
V1885466	LGC
V1237945	HGC
V1341229	HGC
V1136399	LGC
V1887504	LGC
V1340337	HGC
V1448301	HGC
V1883306	LGC
V1724279	HGC
V1238751	HGC
V1088148	HGC
V1885238	LGC
V1074069	HGC
V1340947	HGC
V1886562	LGC
V1203405	HGC
V1714471	HGC
V1506464	HGC
V1460737	HGC
V1227233	HGC
V1880413	LGC
V1032287	HGC
V1238131	HGC
V1149387	LGC
V1238052	HGC
V1007844	HGC
V1149511	LGC
V1880276	LGC
V1110058	HGC
V1227847	HGC
V1605870	LGC
V1200084	HGC
V1238809	HGC
V1211522	HGC
V1880837	LGC
V1736951	HGC
V1203849	HGC
V1222032	HGC
V1597551	HGC
V1886756	LGC
V1214583	HGC
V1425624	HGC
V1715005	HGC
V1383097	HGC
V1238326	HGC
V1301690	LGC
V1379164	HGC
V1596966	HGC
V1819559	LGC
V1880270	LGC
V1341109	HGC
V1203476	HGC
V1328545	HGC
