gene	geneCountCategory
V1074313	HGC
V1549500	HGC
V1074069	HGC
V1073455	HGC
V1357153	HGC
V1079798	HGC
V1200593	HGC
V1088192	HGC
V1364565	HGC
V1392272	HGC
V1236403	LGC
V1294607	HGC
V1485691	HGC
V1576661	HGC
V1053762	HGC
V1233016	HGC
V1194965	HGC
V1604062	HGC
V1067937	HGC
V1067114	HGC
V1500439	HGC
V1268218	HGC
V1421438	HGC
V1079799	HGC
V1075033	HGC
V1190262	HGC
V1067559	HGC
V1295918	HGC
V1421347	HGC
V1084381	HGC
V1065438	HGC
V1138803	HGC
V1436641	HGC
V1574166	HGC
V1085032	HGC
V1235913	HGC
V1067558	HGC
V1557734	HGC
V1366884	HGC
V1066640	HGC
V1043880	HGC
V1554033	HGC
V1065433	HGC
V1138842	HGC
V1337358	LGC
V1566080	HGC
V1072266	HGC
V1292575	HGC
V1553877	HGC
V1422203	HGC
V1080812	HGC
V1067037	HGC
V1190266	HGC
V1065923	HGC
V1066648	HGC
V1079141	HGC
V1088211	HGC
V1235912	LGC
V1435342	HGC
V1152427	HGC
V1079173	HGC
V1066910	HGC
V1196609	HGC
V1074522	HGC
V1109394	HGC
V1083585	HGC
V1067115	HGC
V1374529	HGC
V1081813	HGC
V1380123	HGC
V1077152	HGC
V1067088	HGC
V1616702	HGC
V1499048	HGC
V1082990	HGC
V1066613	HGC
V1076768	HGC
V1177462	HGC
V1068288	HGC
V1066925	HGC
V1073738	HGC
V1499465	HGC
V1464834	HGC
V1086903	HGC
V1085033	HGC
V1084025	HGC
V1272241	HGC
V1138313	HGC
V1374743	HGC
V1202264	HGC
V1290782	HGC
V1058847	HGC
V1081400	HGC
V1081021	HGC
V1582926	HGC
V1189108	HGC
V1080453	HGC
V1152905	HGC
V1173647	HGC
V1237629	HGC
V1139649	HGC
V1427838	HGC
V1393635	HGC
V1109044	HGC
V1081399	HGC
V1068297	HGC
V1067099	HGC
V1356603	HGC
V1230430	HGC
V1065535	HGC
V1076687	HGC
V1085061	HGC
V1358890	HGC
V1073798	HGC
V1065552	HGC
V1375318	HGC
V1594831	HGC
V1553939	HGC
V1295007	HGC
V1577002	HGC
V1073737	HGC
V1065536	HGC
V1273957	HGC
V1560688	HGC
V1138616	HGC
V1295112	HGC
V1375370	HGC
V1066614	HGC
V1074055	HGC
V1085162	HGC
V1190192	HGC
V1146847	HGC
V1065916	HGC
V1066645	HGC
V1079172	HGC
V1080826	HGC
V1368958	HGC
V1075480	HGC
V1138294	HGC
V1109127	HGC
V1080459	HGC
V1374204	HGC
V1065555	HGC
V1073235	HGC
V1250356	HGC
V1616735	HGC
V1082145	HGC
V1111738	HGC
V1577061	HGC
V1277310	HGC
V1087127	HGC
V1079897	HGC
V1368901	HGC
V1376919	HGC
V1249839	HGC
V1379917	HGC
V1140098	HGC
V1067063	HGC
V1200344	HGC
V1346167	HGC
V1076810	HGC
V1068084	HGC
V1065539	HGC
V1236409	LGC
V1083710	HGC
V1613141	HGC
V1295099	HGC
V1375820	HGC
V1082180	HGC
V1083207	HGC
V1235967	HGC
V1066917	HGC
V1273194	HGC
V1076928	HGC
V1082561	HGC
V1073610	HGC
V1065558	HGC
V1138253	HGC
V1067560	HGC
V1386621	HGC
V1073923	HGC
V1139283	HGC
V1295229	HGC
V1065317	HGC
V1080854	HGC
V1363555	HGC
V1075073	HGC
V1190269	HGC
V1229971	HGC
V1341867	HGC
V1386220	HGC
