PC	Acidaminococcus_intestini	Acinetobacter_baumannii	Actinobaculum_massiliae	Actinobaculum_schaalii	Actinomyces_coleocanis	Actinomyces_europaeus	Actinomyces_graevenitzii	Actinomyces_neuii	Actinomyces_sp.	Actinomyces_urogenitalis	Aerococcus_urinae	Aerococcus_viridans	Anaerococcus_hydrogenalis	Anaerococcus_lactolyticus	Anaerococcus_prevotii	Anaerococcus_tetradius	Anaerococcus_vaginalis	Arcanobacterium_sp.	Atopobium_parvulum	Atopobium_rimae	Atopobium_vaginae	BVAB1	Bacillus_cereus	Bacteroides_ovatus	Bacteroides_sp.	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bifidobacterium_animalis	Bifidobacterium_breve	Bifidobacterium_dentium	Bifidobacterium_longum	Clostridiales_Family	Clostridium_botulinum	Clostridium_difficile	Clostridium_sp.	Collinsella_tanakaei	Corynebacterium_amycolatum	Corynebacterium_aurimucosum	Corynebacterium_ciconiae	Corynebacterium_genitalium	Corynebacterium_glucuronolyticum	Corynebacterium_lipophiloflavum	Corynebacterium_pseudogenitalium	Corynebacterium_striatum	Corynebacterium_uterequi	Dialister_invisus	Dialister_micraerophilus	Dialister_microaerophilus	Dorea_formicigenerans	Eggerthella_lenta	Enterococcus_faecalis	Enterococcus_faecium	Eremococcus_coleocola	Escherichia_coli	Eubacterium_saburreum	Eubacterium_siraeum	Eubacterium_sp.	Facklamia_hominis	Faecalibacterium_prausnitzii	Filifactor_alocis	Finegoldia_magna	Fusobacterium_gonidiaformans	Fusobacterium_nucleatum	Fusobacterium_sp.	Gardnerella_vaginalis	Gemella_haemolysans	Granulicatella_adiacens	Granulicatella_elegans	Haemophilus_parainfluenzae	Jonquetella_anthropi	Klebsiella_oxytoca	Lachnospiraceae_bacterium	Lactobacillus_acidophilus	Lactobacillus_coleohominis	Lactobacillus_crispatus	Lactobacillus_delbrueckii	Lactobacillus_fermentum	Lactobacillus_gasseri	Lactobacillus_helveticus	Lactobacillus_iners	Lactobacillus_jensenii	Lactobacillus_johnsonii	Lactobacillus_kefiranofaciens	Lactobacillus_oris	Lactobacillus_pentosus	Lactobacillus_reuteri	Lactobacillus_ruminis	Lactobacillus_sakei	Lactobacillus_salivarius	Lactobacillus_ultunensis	Lactobacillus_vaginalis	Lactococcus_lactis	Leptotrichia_buccalis	Leptotrichia_goodfellowii	Leptotrichia_hofstadii	Leptotrichia_shahii	Leptotrichia_sp.	Leptotrichia_wadei	Mageeibacillus_indolicus	Megasphaera_cerevisiae	Megasphaera_elsdenii	Megasphaera_genomosp.	Megasphaera_micronuciformis	Megasphaera_sp.	Mesorhizobium_sp.	Mobiluncus_curtisii	Mobiluncus_mulieris	Mycoplasma_canis	Mycoplasma_columbinum	Mycoplasma_fermentans	Mycoplasma_gallinarum	Mycoplasma_hominis	Mycoplasma_imitans	Mycoplasma_primatum	Neisseria_gonorrhoeae	Odoribacter_laneus	Odoribacter_splanchnicus	Oribacterium_sp.	Parabacteroides_sp.	Parvimonas_micra	Parvimonas_sp.	Pasteurella_bettyae	Pasteurella_multocida	Peptoniphilus_asaccharolyticus	Peptoniphilus_duerdenii	Peptoniphilus_harei	Peptoniphilus_indolicus	Peptoniphilus_lacrimalis	Peptoniphilus_sp.	Peptostreptococcus_anaerobius	Peptostreptococcus_sp.	Peptostreptococcus_stomatis	Porphyromonas_asaccharolytica	Porphyromonas_levii	Porphyromonas_somerae	Porphyromonas_uenonis	Prevotella_amnii	Prevotella_bergensis	Prevotella_bivia	Prevotella_bryantii	Prevotella_buccae	Prevotella_buccalis	Prevotella_corporis	Prevotella_dentalis	Prevotella_denticola	Prevotella_disiens	Prevotella_histicola	Prevotella_intermedia	Prevotella_maculosa	Prevotella_marshii	Prevotella_melaninogenica	Prevotella_micans	Prevotella_multiformis	Prevotella_multisaccharivorax	Prevotella_nanceiensis	Prevotella_nigrescens	Prevotella_oralis	Prevotella_oris	Prevotella_oulorum	Prevotella_pallens	Prevotella_salivae	Prevotella_sp.	Prevotella_stercorea	Prevotella_tannerae	Prevotella_timonensis	Prevotella_veroralis	Propionibacterium_sp.	Propionimicrobium_lymphophilum	Proteus_mirabilis	Ruminococcus_lactaris	Salmonella_enterica	Sneathia_amnii	Sneathia_sanguinegens	Solobacterium_moorei	Sphingobacterium_spiritivorum	Staphylococcus_aureus	Staphylococcus_caprae	Staphylococcus_epidermidis	Staphylococcus_haemolyticus	Staphylococcus_hominis	Staphylococcus_lugdunensis	Staphylococcus_simulans	Streptobacillus_moniliformis	Streptococcus_agalactiae	Streptococcus_anginosus	Streptococcus_bovis	Streptococcus_constellatus	Streptococcus_dysgalactiae	Streptococcus_ictaluri	Streptococcus_macacae	Streptococcus_mitis	Streptococcus_parasanguinis	Streptococcus_pneumoniae	Streptococcus_pseudopneumoniae	Streptococcus_pseudoporcinus	Streptococcus_pyogenes	Streptococcus_salivarius	Streptococcus_sanguinis	Streptococcus_sp.	Streptococcus_urinalis	Streptococcus_vestibularis	Sutterella_parvirubra	Tannerella_forsythensis	Treponema_phagedenis	Ureaplasma_parvum	Ureaplasma_urealyticum	Veillonella_atypica	Veillonella_parvula	Veillonella_ratti	Veillonella_sp.
010A	0.00106789	1.84119e-05	0	0	0	0	0.000101265	0	0	0	1.84119e-05	0	0.00220942	0.00567085	0.00305637	0.0289066	0	0.000846946	0	0	0.0865265	30.9778	4.60297e-05	0.000138089	0	0	5.52356e-05	8.28534e-05	0	0.000515532	0.0179424	0.0532011	0	2.76178e-05	0.000718063	0	0	0	0	0	0	0	0	0	0	0.000561562	0.121095	0.165357	0.00234751	0	0.000303796	0.000220942	0.000128883	0.000285384	0	1.84119e-05	2.76178e-05	0.000128883	0.000128883	0.000110471	0.0688696	0.00251322	0	0	11.2206	0.000101265	0	0	4.60297e-05	0.000156501	1.84119e-05	0	0.000653621	5.52356e-05	0.0501263	1.84119e-05	0	0.0166996	9.20593e-05	1.20586	0.00813804	0.00079171	0	0	0	0	0	0	1.84119e-05	0.000727269	0	0	0	0.00020253	0	0.00359031	0.000340619	0.000119677	0.0612563	0.000423473	0.000184119	0.941537	0.019802	0.140022	0	0.000211736	0.00508167	0	1.84119e-05	0	0	0.0484968	0	0	0	5.52356e-05	0.000377443	0	0	0.000552356	0.000690445	0	0	0.0142692	0.00358111	0.0215787	2.76178e-05	0.393876	0.000386649	0.0115442	0.00753045	0	0.0247271	0	0	0.502543	42.8931	0.0263934	0.434851	0	5.52356e-05	3.25758	0.034467	0.000101265	0.00606671	0.0773482	0.12045	0.000165707	5.52356e-05	0	0.0377443	0.011802	0.000579974	1.84119e-05	0	2.76178e-05	0.00288146	0.00508167	0.00143613	0.00049712	0.000211736	1.51496	0.0200045	9.20593e-05	1.04039	1.84119e-05	0	0	0	0.0251046	0	0.601396	3.62983	0	0	5.52356e-05	0	0	0	0	0	0	0	0.00360872	0.0029459	0	6.44415e-05	0.000349825	0	0	0	0	3.68237e-05	0	4.60297e-05	0	0	0	0	0	0	0	0	0	0.00029459	0.00099424	0	0	1.84119e-05	0.000699651
010B	0	8.47228e-05	0	0	0	0	0	0	0	0	0	0.00108022	0	0	0	6.35421e-05	0	4.23614e-05	0	0	0.00029653	0.0197828	0.000275349	0	0	0	0	0	0	0	4.23614e-05	4.23614e-05	0	0	4.23614e-05	0	0	0	0	0	0	0	0	0	0	0	0.000465975	0.00029653	0	0	0.0012073	0	0.00461739	0.0259675	0	0	0	0	0	0	0.000211807	0	4.23614e-05	0	0.0936399	8.47228e-05	0	4.23614e-05	0.00116494	0	0.0285728	0	0.914201	0.0306273	96.1895	0.0348634	0.000381253	0.101689	0.3455	0.443037	1.11586	0.0518715	0.000931951	0	0.000105904	0	0	6.35421e-05	0.000211807	0.413744	0.00146147	0	0	0	0	0	0	0	8.47228e-05	6.35421e-05	0	0.0327665	0	0.00410906	0	0	0	0	0	0.000127084	0	0	0.000423614	0	0	0	0	0	0	0	0	0	0	0	0	0.000127084	0	0.000317711	0	0	0.000275349	0	0	0	0	0.00209689	0.0895308	4.23614e-05	0.00544344	0	0	0.00525281	0	0	0	8.47228e-05	0	0	0	0	4.23614e-05	6.35421e-05	0	0	0	0	0	4.23614e-05	0	0	0	0.00474448	0	0	0.0060365	0	0	0	0	0.000508337	0	0.00622713	0.00573997	0	0	0.0012073	0	0.000868409	0.00277467	0	0.000508337	0.00396079	0	0.00029653	4.23614e-05	0.000360072	0	4.23614e-05	4.23614e-05	4.23614e-05	0	0	4.23614e-05	0	0.000105904	0	0	0	0	0	0	0	0	0	0	0	0.00228752	0.00103785	6.35421e-05	0
012A	0.0049152	0	0	0	0	0	6.0088e-05	0	6.0088e-05	0	0.000108158	0	0.00209106	0.0171491	0.00171852	0.0486112	0	0.00121378	0	0	0.0897956	20.4802	0.00025237	0	0.000648951	3.60528e-05	0.000228335	2.40352e-05	9.61408e-05	0.000120176	0.000192282	0.00668179	0	0	0.000697021	0	0	0	0	0	2.40352e-05	0	9.61408e-05	2.40352e-05	0	0.00194685	0.11085	0.232048	0.00173054	0	0.000312458	0.000216317	0.000192282	0.000384563	0.000108158	0	0	0.00055281	0	4.80704e-05	0.00697021	0.0242756	0.000216317	0	7.07388	0	0.000324475	0	0	0.000168246	7.21056e-05	0	0.00836425	2.40352e-05	0.149295	0.000324475	0.000144211	0.0346347	0.000204299	44.5004	0.056687	0.00800373	0	0.000180264	0	0	7.21056e-05	2.40352e-05	0.000276405	0.000793162	0.000216317	0	2.40352e-05	2.40352e-05	0.000108158	0.000937373	4.80704e-05	9.61408e-05	0.077129	0.000685004	0.000180264	5.93289	0.00770329	0.569598	0	0.000384563	0.0202737	0	0	0	0	0.125091	0	0	0	0	9.61408e-05	3.60528e-05	0	0	0.000516757	0	0	0.036185	0.00692214	0.016368	0.000108158	1.41823	0.0023194	0.00920549	0.00837627	8.41232e-05	0.00367739	4.80704e-05	0	0.0146014	1.23148	0.0388289	0.0987126	0	0	3.76306	0.0411964	0	0.00493924	0.0579249	0.000612898	8.41232e-05	0	0	0.0129309	0.00240352	0.00331686	0	8.41232e-05	0	0.00120176	0.00516757	0.000528775	0.0110442	6.0088e-05	0.882152	0	2.40352e-05	2.22449	6.0088e-05	0	3.60528e-05	3.60528e-05	0.0360168	2.40352e-05	8.92739	1.06626	0	0	0	0	0	0.000504739	0	0	2.40352e-05	0	0.00324475	0.00372546	0.000108158	9.61408e-05	0.000168246	2.40352e-05	0	0	0	0.420196	0	0.000648951	0	0	0	0	0	0	0	0.00105755	2.40352e-05	0.0111163	0.027304	2.40352e-05	0.000132194	0.000228335	0.000348511
012B	0.0056154	0	2.60575e-05	0	0	0	0.000117259	0	0.000273604	0	0.00020846	0	0.000859899	0.000794755	0.00239729	0.0481674	0	0.000469036	0	0	0.158756	0.130183	0.000221489	0	0	0	6.51439e-05	0.000182403	2.60575e-05	0.00173283	0.000442978	0.0044819	0	0	0.0379137	0	0	0	0	0	0	0	0.00010423	0	0	0.00574569	0.0337054	0.187263	0.000938072	0	0.0043907	0.00212369	0.000807784	0.000403892	0	0	0.000234518	0.000456007	0	0	0.00970644	0.000938072	7.81726e-05	0	27.2095	0	0	0	0	0.000690525	0.000130288	0	0.00432555	0	0.104035	0.000195432	9.12014e-05	0.0539	0.000234518	25.0755	0.0356728	0.00454704	2.60575e-05	0.000117259	3.90863e-05	0	9.12014e-05	3.90863e-05	0	0.000872928	9.12014e-05	0	2.60575e-05	3.90863e-05	0	0.000612352	7.81726e-05	3.90863e-05	0.123135	7.81726e-05	0.000286633	23.5507	0.00436464	0.0954488	2.60575e-05	0.0011335	0.0413664	0	0	0	0	0.00042995	0	0.000143317	0	0	5.21151e-05	0	0	0.00165465	0.000469036	0	0	5.21151e-05	0.00127682	0.0297056	0	0.0516721	0.000625381	0.00101624	0.00595415	0	0.00308782	0	0	0.0322983	14.9631	0.00471642	0.147212	0	0.00020846	0.443187	0.00345262	0	0.00878139	0.0139408	0	0	0	0	0.00108139	5.21151e-05	0	7.81726e-05	0	0.00109442	0.00459916	0.00126379	0.000364806	3.90863e-05	7.81726e-05	0.101898	0.000130288	0	4.60617	0	0	5.21151e-05	0	0.154456	0	1.11991	1.28264	0	0	0.000221489	0	0	0	0	0	0	0	0.00230609	0.00474247	0	0.00010423	0	0	0	0	0	2.60575e-05	0	0.000260575	0	0	0	0	0.000312691	0	0	0	0	0.0166117	0.0403501	0	0	0	0.000859899
013A	0.000739148	0	0	0	0	0	0	0	0	0	3.2851e-05	0	0.00305514	0.00407353	0.00565037	0.0214353	0	0.000689871	0	0	0.0969762	0.114847	8.21275e-05	0	0	0	0	6.5702e-05	0.000279234	0.000197106	0.000312085	0.00473055	0	0	0.000114979	0	0	0	0	0	0	0	3.2851e-05	0	0	0.00157685	0.00947752	0.0656692	0.000164255	0	0.00014783	9.8553e-05	0.00164255	0.00032851	0.000131404	0	4.92765e-05	0.00149472	0	0	0.00931326	0.00382714	4.92765e-05	0	8.14219	0	0	0	4.92765e-05	0.000509191	0	0	0.00630739	9.8553e-05	0.178365	0.000591318	0.000213532	0.0437083	0.000295659	53.7212	0.135379	0.00914901	0	0.000164255	0	0	0	8.21275e-05	0.000591318	0.00100196	9.8553e-05	0	6.5702e-05	0.000673446	3.2851e-05	0.00629097	0.000854126	0.000377787	0.0784646	0.00175753	0.000410638	2.49549	0.00325225	0.569357	0	0.000427063	0.00111693	0	0	0	0	0.000739148	0	0	0	0	0	0	0	0	0.000262808	0	0	0.000279234	0.000558467	0.0352491	8.21275e-05	0.00540399	0.000427063	0.00159327	0.00379429	0	0.000755573	0	0	6.5702e-05	24.6066	0.00289089	0.255778	0	0	0.465236	0.00821275	0	0.00819633	0.0410309	0.00137974	0.000427063	0	0	0.00123191	3.2851e-05	0	0	0	0	0.00142902	0.00862339	0.00098553	0.0393555	0	0.21951	0.000279234	0.00348221	0.196712	0	0	0	0	0.171959	0	1.73943	6.28198	0	0	0	0	0	0	0	0	0	0	0.0056668	0.00558467	0	0.000262808	6.5702e-05	0	0	0	0	0.000427063	0	0	0	0	0	0	0.000180681	0	0	0	8.21275e-05	0.0463364	0.0913915	0	3.2851e-05	0	0.000131404
013B	0.116528	0	0	0	0	0	0.00369512	0	0.000263937	0	0	0	0.0270536	0.0424939	0.0133288	1.88926	0.100956	0	0	0	4.64015	0.613918	0.0118772	0	0	0	0	0	0	0	0.000263937	0.0571424	0	0	0.000527874	0	0	0	0	0	0.000791812	0	0.000659843	0	0	0.0046189	0.278982	1.03358	0	0	0.000263937	0	0	0.00184756	0	0.012801	0	0.000791812	0	0	0.0469808	0	0.00369512	0	0.680694	0	0	0	0	0.000395906	0.000263937	0	0.00659843	0.00105575	0.46057	0.000395906	0	0.352884	0.00131969	2.42004	0.0872312	0.0113493	0	0	0	0	0	0	0	0.00593859	0	0	0	0	0	0	0	0	0.050412	0.0455292	0.0138567	67.8645	0.0329922	17.6702	0	0	0.00197953	0	0	0	0	0.000527874	0	0	0	0.000395906	0	0.00158362	0	0	0	0	0	0.0164961	0.00435496	0.0236224	0.00224347	0.00778615	0	0.0102936	0.194126	0	0.000263937	0	0	0.00145165	0.427446	0.00105575	0.0193994	0	0	0.0431537	0.00118772	0.000527874	0.00118772	0.209698	0	0	0	0	0.000395906	0.000263937	0	0	0	0.000263937	0.000527874	0	0	0	0	0.192674	0	0	0.121675	0	0.000791812	0	0	0.000395906	0	0.050412	0.0273175	0	0	0.0130649	0	0	0.000395906	0	0	0	0	0.00171559	0.00092378	0	0	0.00686237	0	0	0	0	0	0	0.000527874	0	0	0	0	0.000791812	0	0	0	0	0.000263937	0.000659843	0	0.000527874	0	0.0021115
014B	0.000166978	0	0	0	3.13084e-05	0	0.000104361	0	0	0	4.17445e-05	0	0.00984126	0.00554158	0.000125233	0.0300978	0	0.00228551	3.13084e-05	0	0.133509	0.131443	0.000271339	0	0	0	3.13084e-05	0.000260903	0	0.000688784	0.00169065	0.00334999	0	0	0.00139844	0	0	0	0	0	0	0	2.08722e-05	0	0	0.00241074	0.00990388	0.199914	0.000438317	0	0.000156542	9.39251e-05	0.000219159	0.000500934	0	0	0	0.000354828	0	0	0.0108118	0.00253598	0.000709656	2.08722e-05	21.0657	0.000553114	0	0	0.00169065	0.00157585	6.26167e-05	0	0.00490498	0	0.109652	0.00032352	0.000166978	0.0185554	0.00018785	39.8827	0.0685236	0.0116363	0	0.000104361	0	0	8.3489e-05	5.21806e-05	7.30528e-05	0.000709656	0.000104361	2.08722e-05	6.26167e-05	0.000198286	2.08722e-05	0.00132539	0.00188894	0.000219159	0.141848	0.00266121	0.000448753	4.18582	0.0149445	0.821093	0	0.000532242	0.0016176	0	0	0	0	0.000480061	3.13084e-05	0	0	0.00578161	2.08722e-05	0	0	6.26167e-05	0.000751401	4.17445e-05	2.08722e-05	0.000772273	0.00069922	0.0100082	0	0.00532242	0.000177414	0.00177414	0.0106344	0	0.000688784	0	0.000166978	0.00126277	23.9141	0.0266225	0.212866	0	0	3.6898	0.0176162	0	0.00770186	0.0291376	0.000657476	7.30528e-05	0	0	0.00689827	0.000636603	0	0	0	0	0.00164891	0.0137444	0.000824453	0.0318719	0	0.196262	0.011271	0.00275514	1.18185	2.08722e-05	0	0	0	0.141149	0	1.29651	2.21553	0	0	0	0	0.000166978	0.000146106	0	3.13084e-05	0	0	0.00151324	0.0065017	0	0.00299517	0	0	2.08722e-05	0.000260903	3.13084e-05	5.21806e-05	0	5.21806e-05	0	2.08722e-05	0	2.08722e-05	0	2.08722e-05	0	0	0	0.0125129	0.0442596	0.00142975	0.00211853	0	0.000459189
015B	0	0	0.000422128	0	0	0.000422128	0	0	0	0	0.000844256	0	0.00281419	0	0.000562837	0.00112567	0	0	0	0	0.00703547	0.236814	0.0289861	0	0	0	0.00323631	0.0156187	0.578737	0.0675405	7.42917	0.0015478	0	0	0.000703547	0	0	0	0.000281419	0	0	0	0.000422128	0	0.000281419	0	0.174198	0.232874	0	0.00126638	0.00520624	0	0.00351773	0.0108346	0	0	0	0	0	0	0.00196993	0.000422128	0.000844256	0	1.52585	0	0	0.00393986	0	0.00168851	0.00168851	0	0.015478	0	1.17872	0	0	0.286766	0.00323631	2.71794	0.305199	0.00872398	0	0	0	0	0	0	0	0.0157594	0.000281419	0.0015478	0	0	0	0	0	0.000562837	0.0101311	0	0	0.426068	0.000562837	0.0598015	0	0	0.000703547	0	0	0	0	0.000703547	0	0	0	0	0	0	0.0230763	0	0	0	0	0	0.00351773	0.000844256	0	0.00239206	0	0	0.000281419	0	0.00196993	0	0	0.00562837	1.46183	0.00168851	53.3909	0	0	0.0928681	0.0348959	0	0.0180108	0.175605	0.000281419	0	0	0	0.0260312	0.000422128	0	0	0	0	0.0030956	0.00182922	0.000281419	0	0	0.0925867	0	0	0.129171	0	0	0.000281419	0	0.00802043	0	0.0636006	0.0863955	0	0	0	0	0	0	0	0.000422128	0	0	28.5312	0.0167444	0.080345	0	0.135222	0.0370066	0.00562837	0.00196993	0.00436199	0.000562837	0.000844256	0.0574094	0	0.00633192	0	0	0.121854	0	0	0	0	0.000562837	0.000422128	0.000562837	0	0	0
016B	0.00338866	0	0	0	1.92538e-05	0	0	0	0	0	0.00027918	0	0.00485195	0.00990606	0.00594941	0.00832725	0	0.00155956	0	0	0.110459	0.151123	0.000413956	0	0	0	4.81344e-05	3.85075e-05	2.88807e-05	0.000558359	0.000500598	0.0241153	0	0	0.0192441	0	0	0	0	0	3.85075e-05	0	1.92538e-05	0	0	0.000250299	0.0100601	0.0718936	0.000394702	0	9.62688e-05	2.88807e-05	0.000173284	0.00299396	0	0	0	0.000365822	0.000953062	0	0.0377663	0.000471717	0.000346568	0	15.6076	0	0	0	0	0.000933808	3.85075e-05	0	0.00675807	3.85075e-05	0.157111	0.000664255	0.000221418	0.0260985	0.00169433	67.8079	0.0616602	0.0124572	0	0.000404329	0	0	0.000125149	3.85075e-05	0.000105896	0.00111672	0.000192538	0	0	8.6642e-05	0	0.000548732	0.000259926	5.77613e-05	0.0654821	0.00203127	0.000548732	3.43773	0.00363896	1.15009	0	0.000702763	0.00246448	0	0	0	0	0.000924181	0	0	0	0	0.000336941	0.000173284	0	4.81344e-05	0.00122261	0	0	0.00124187	0.00202165	0.00158844	0.000413956	0.00681583	3.85075e-05	0.00141515	0.0205341	0	0.000385075	0	0	0.000519852	5.39284	0.00600718	0.0425508	0	0	0.0192538	0.00173284	0	0.00518889	0.0101756	4.81344e-05	0	0	0	0.00171359	0.0136124	0.00319613	3.85075e-05	0	0	0.000596867	6.73882e-05	0.00148254	0	4.81344e-05	3.8267	0	0	0.0608515	0	7.70151e-05	0	0	0.0927261	0.000346568	0.351728	1.30077	0	0	0	0	1.92538e-05	0	0	0	0	0	0.00227194	0.00583389	5.77613e-05	0.000481344	0.0028303	0	1.92538e-05	0	0	0	0	0.000288807	0	0.000115523	0	0	3.85075e-05	0	0	0	0.00305172	1.92538e-05	6.73882e-05	0	3.85075e-05	1.92538e-05	4.81344e-05
017B	0.00510915	1.42118e-05	0	0	2.13177e-05	0	7.8165e-05	0	2.84236e-05	0	0	0	0.000753226	0.0013217	0.00895344	0.0263132	0	0.000731908	0	0	0.0704622	0.0629157	0.00157041	0.000383719	0	0	0	0.000405037	1.42118e-05	0.00135723	0.000611108	0.0024089	0	2.13177e-05	0.000170542	0	0	0	0	0	0.000262919	0	0	0	0	0.00281394	0.0427633	0.222877	0.00189017	0	0.000845603	0.00103746	0.000234495	0.000390825	0.000206071	0	0	0.00015633	0	0.000213177	0.0285942	0.00176937	0.0164857	0.000618214	31.026	0	0	0	4.26354e-05	0	0	0	0.00268603	4.26354e-05	0.0613311	0.000170542	0.000149224	0.0212111	0.000348189	14.6757	0.0200813	0.00283526	0	0.000149224	0	0	1.42118e-05	1.42118e-05	1.42118e-05	0.000511625	7.10591e-05	0	2.13177e-05	0.000795862	0	0.00107299	0.000980615	0.000348189	0.0900674	0.00341084	0.000966403	3.08853	0.00942243	1.03534	0	3.55295e-05	0.000163436	0	0.000113695	0	0	0.126499	0	0	0	0.000689273	0.00146382	4.97413e-05	0	0.000106589	0.000945086	0	0	0.00511625	0.000568473	0.0013217	0	0.0323603	0.000298448	0.00483912	0.00834233	0	0.00106589	0	0.00046899	0.00667245	37.8989	0.00985589	0.286581	0	1.42118e-05	0.377459	0.0214598	0	0.0266543	0.302889	0.000447672	1.42118e-05	0	0	0.00431329	0.000412143	0	0.000838497	0	0.000611108	0.00379455	0.0102396	0.00925189	0.01483	0	0.298739	0.000376613	0.000177648	3.24101	0	5.68473e-05	1.42118e-05	0	0.11793	0	0.958956	5.6246	0	2.84236e-05	0	0	0	0	0	0	0	0	0.0189301	0.0105665	1.42118e-05	1.42118e-05	1.42118e-05	1.42118e-05	0	0	0	2.13177e-05	0	0.00110852	0	0	0	0	2.84236e-05	0	0	2.84236e-05	0.000127906	0.00624609	0.0137144	4.26354e-05	0	6.39532e-05	0.000326872
018B	6.74037e-05	0	0	0	0	0	0.000121327	0	0	0	5.39229e-05	0	0.00299272	0.000862767	0.00159073	0.024508	0	0.000107846	0	0	0.0635212	0.066096	0.000579672	0	0	0	0.000148288	0.000539229	0.000606633	0.00386897	0.00101106	0.0058776	0	0	0.000444864	0	0	2.69615e-05	0	0	0	0	0	0	0	0.00560799	0.044419	0.285684	0.00128067	0	0.00230521	0	0.000269615	0.000350499	0.000377461	0	0	0.000242653	0.00125371	0	0.0143705	0.0180911	5.39229e-05	0	43.3858	0	2.69615e-05	0	4.04422e-05	0.000148288	0	0	0.00101106	0	0.0547992	0.000107846	2.69615e-05	0.0124966	0.000121327	5.37033	0.0160421	0.00141548	0	2.69615e-05	0	0	0	0	0	0.000458345	2.69615e-05	0	2.69615e-05	0.000134807	0	0.00316797	0.000256134	5.39229e-05	0.19543	0.00427339	0.000525749	3.42854	0.0156646	0.853748	8.08844e-05	0.000107846	0.000417903	0	0	0	0	0.000431383	0	0	0	0.000337018	0.000202211	2.69615e-05	0	0	0.000229172	0.000350499	0	4.04422e-05	0.00129415	0.00633594	2.69615e-05	0.169399	0	0.0018873	0.011526	0	0.00244001	0	0	0.000822325	37.7124	0.00780534	0.358871	0	0	0.198153	0.00382853	0	0.0261526	0.0280534	4.04422e-05	0	0	0	0.00554058	0.00624158	0.00208951	0.000229172	0	0.000390941	0.00155028	0.000889728	4.04422e-05	0.000107846	0.000134807	1.48427	0	8.08844e-05	2.16397	0	0	0.000283095	0	0.136385	2.69615e-05	0.206107	3.47872	0	2.69615e-05	0	0	0	0	0	0	0	0	0.00512268	0.0252899	0	0.000242653	0	4.04422e-05	0	0	0	0	0	0.000795363	0	0	0	0	2.69615e-05	0	0	4.04422e-05	0.00018873	0.0173362	0.0394985	5.39229e-05	2.69615e-05	0.00017525	0.000768402
019A	0	0	7.60902e-05	8.69602e-05	0	0	0	0.0634918	0	2.17401e-05	0	0	0.0187725	0.00101091	0.0201422	0.0310122	0	0.000315231	0	0	0.218727	0.0969063	0.000717422	0	0	0	2.17401e-05	0	0	5.43501e-05	8.69602e-05	0.0363385	0	0	0.00132614	0	0	0	0	0	0.00015218	0	0	0	0	0	0.0199465	0.00744597	0.00363059	0	0.00489151	0.000684812	0.00857645	0.000608721	0	0	0	0.00522848	0	0.000228271	0.0103917	0	0.00440236	6.52202e-05	1.06247	0.0100656	0	8.69602e-05	0.00220662	0	5.43501e-05	0.000673942	0.0446758	0.00323927	10.4433	0.00248924	0.000391321	0.0650462	0.0343493	84.5314	0.730248	0.0384255	0	0.000336971	2.17401e-05	0	0.000217401	0.00016305	0.000391321	0.0873733	0.000282621	0	3.26101e-05	4.34801e-05	0	6.52202e-05	0.00255446	0.00020653	0.00510891	4.34801e-05	9.78302e-05	0.0340667	0.000228271	0.00294578	0	0.00020653	0.00015218	7.60902e-05	2.17401e-05	0	0.00019566	3.26101e-05	2.17401e-05	0	2.17401e-05	0	0	0	0.000239141	0	0	3.26101e-05	7.60902e-05	6.52202e-05	0.00111961	0.0206965	0	0.0021414	0.000239141	0.0334362	0.00253272	0.000489151	2.17401e-05	0	0	0.00015218	0.0642527	0	0.500673	0	0	0.00570676	0.000369581	0	0.000739162	0.0186095	2.17401e-05	0	0.00018479	0	0.00182616	2.17401e-05	0	0	0	0	7.60902e-05	0	0	0	0	0.00391321	0	0	0.00543501	0	0	7.60902e-05	0	7.60902e-05	3.26101e-05	0.00461976	0.00514152	0	0	0.00015218	3.26101e-05	0.0334471	0.000760902	4.34801e-05	0.00244576	0.00016305	0.00013044	0.0254467	0.00410887	0.000239141	9.78302e-05	9.78302e-05	9.78302e-05	3.26101e-05	0.00018479	4.34801e-05	0.00015218	0	0.000456541	0	0.00178268	0.00014131	7.60902e-05	0.0014131	0.00015218	0	0	0	0.0168703	0.0318709	1.22838	0.315089	0.00351102	0.000250011
