gene	geneCountCategory
V1295918	HGC
V1295229	HGC
V1177462	HGC
V1073455	HGC
V1088192	HGC
V1436641	HGC
V1074069	HGC
V1500439	HGC
V1392272	HGC
V1485691	HGC
V1084381	HGC
V1085032	HGC
V1012818	HGC
V1079798	HGC
V1075033	HGC
V1234818	HGC
V1079141	HGC
V1138803	HGC
V1366884	HGC
V1201618	HGC
V1337358	LGC
V1368901	HGC
V1166870	HGC
V1077152	HGC
V1292575	HGC
V1576661	HGC
V1728013	HGC
V1073738	HGC
V1079799	HGC
V1501870	HGC
V1367011	HGC
V1375699	HGC
V1328545	HGC
V1366998	HGC
V1081813	HGC
V1272241	HGC
V1138842	HGC
V1072266	HGC
V1499048	HGC
V1085154	HGC
V1374529	HGC
V1080826	HGC
V1080812	HGC
V1139649	HGC
V1152427	HGC
V1337176	LGC
V1199914	HGC
V1353182	HGC
V1073737	HGC
V1375437	HGC
V1375820	HGC
V1043880	HGC
V1079173	HGC
V1081021	HGC
V1499465	HGC
V1366835	HGC
V1014074	HGC
V1277310	HGC
V1074522	HGC
V1173647	HGC
V1042360	HGC
V1076687	HGC
V1554521	HGC
V1009698	HGC
V1010370	HGC
V1008596	HGC
V1384369	LGC
V1152674	HGC
V1081400	HGC
V1014517	HGC
V1083488	HGC
V1238174	HGC
V1374743	HGC
V1547956	HGC
V1566080	HGC
V1484064	LGC
V1435342	HGC
V1368958	HGC
V1175702	HGC
V1199930	HGC
V1037793	HGC
V1152905	HGC
V1249839	HGC
V1140098	HGC
V1201619	HGC
V1152475	HGC
V1577002	HGC
V1138616	HGC
V1012379	HGC
V1200344	HGC
V1266125	HGC
V1559309	HGC
V1553663	HGC
V1010605	HGC
V1467466	HGC
V1138312	HGC
V1009707	HGC
V1084025	HGC
V1076810	HGC
V1037377	HGC
V1083585	HGC
V1200739	HGC
V1010320	HGC
V1075465	HGC
V1613141	HGC
V1082180	HGC
V1074700	HGC
V1139283	HGC
V1076102	HGC
V1496913	HGC
V1014932	HGC
V1273957	HGC
V1138313	HGC
V1080453	HGC
V1075073	HGC
V1073923	HGC
V1086903	HGC
V1617409	HGC
V1081399	HGC
V1079172	HGC
V1015867	HGC
V1145224	HGC
V1087127	HGC
V1616702	HGC
V1085033	HGC
V1080488	HGC
V1006685	HGC
V1500737	HGC
V1190680	HGC
V1085783	HGC
V1441127	HGC
V1075480	HGC
V1367838	HGC
V1613200	HGC
V1082145	HGC
V1884213	HGC
V1138253	HGC
V1031976	HGC
V1367285	HGC
V1481110	LGC
V1073922	HGC
V1269313	HGC
V1375318	HGC
V1074055	HGC
V1834838	HGC
V1089092	HGC
V1073610	HGC
V1080854	HGC
V1200468	HGC
V1073219	HGC
V1138614	HGC
V1085061	HGC
V1083487	HGC
V1016291	HGC
V1434355	HGC
V1081240	HGC
V1841419	HGC
V1881313	HGC
V1553636	HGC
V1203547	HGC
V1440841	HGC
V1375113	HGC
V1138324	HGC
V1446687	LGC
V1138246	HGC
V1841384	HGC
V1016891	HGC
V1277311	HGC
V1266145	HGC
V1141833	HGC
V1080459	HGC
V1559864	HGC
V1177532	HGC
V1082319	HGC
V1074148	HGC
V1012925	HGC
V1291747	HGC
V1076928	HGC
V1084261	HGC
V1398731	HGC
V1364433	HGC
V1339799	HGC
V1269402	HGC
V1440338	HGC
V1118976	HGC
V1363539	HGC
V1358890	HGC
V1432496	HGC
V1038290	HGC
V1612264	HGC
V1432853	HGC
V1294043	HGC
V1073235	HGC
V1037492	HGC
V1139917	HGC
V1413731	HGC
V1728061	HGC
V1083207	HGC
V1085162	HGC
V1036358	HGC
V1076929	HGC
V1531057	HGC
V1011483	HGC
V1073414	HGC
V1577061	HGC
V1138289	HGC
V1327984	HGC
V1015868	HGC
V1385524	HGC
V1090535	HGC
V1073798	HGC
V1085680	HGC
V1144908	HGC
V1016844	HGC
V1079897	HGC
V1500100	HGC
V1101083	HGC
V1079230	HGC
V1356740	HGC
V1080630	HGC
V1076103	HGC
V1079145	HGC
V1139118	HGC
V1008595	HGC
V1275414	HGC
V1249122	HGC
V1841396	HGC
V1138294	HGC
V1037868	HGC
V1500790	HGC
V1232339	HGC
V1088148	HGC
V1009873	HGC
V1083489	HGC
V1388913	HGC
V1322633	HGC
V1083710	HGC
V1074475	HGC
V1017894	HGC
V1084754	HGC
V1087133	HGC
V1010716	HGC
V1082561	HGC
V1081499	HGC
V1073427	HGC
V1265557	HGC
V1011016	HGC
V1074885	HGC
V1082990	HGC
V1018464	HGC
V1074886	HGC
V1081970	HGC
V1080012	HGC
V1367869	HGC
V1178384	HGC
V1082262	HGC
V1081266	HGC
V1074771	HGC
V1139033	HGC
V1140670	HGC
V1073415	HGC
V1501190	HGC
V1138297	HGC
V1269212	HGC
V1079328	HGC
V1039764	HGC
V1481186	LGC
V1081290	HGC
V1154539	HGC
V1085814	HGC
V1011014	HGC
V1140185	HGC
V1079147	HGC
V1245732	HGC
V1006125	HGC
V1072282	HGC
V1551637	HGC
V1138661	HGC
V1554058	HGC
V1394807	HGC
V1107292	HGC
V1501378	HGC
V1073993	HGC
V1138351	HGC
V1079169	HGC
V1077624	HGC
V1436794	HGC
V1249121	HGC
V1440527	HGC
V1015866	HGC
V1201514	HGC
V1080015	HGC
V1073739	HGC
V1383877	LGC
V1383824	LGC
V1138844	HGC
V1080489	HGC
V1073924	HGC
V1138985	HGC
V1075971	HGC
V1328292	HGC
V1083391	HGC
V1080608	HGC
V1357847	HGC
V1834818	HGC
V1500012	HGC
V1576338	HGC
V1375366	HGC
V1604373	HGC
V1166828	HGC
V1547407	HGC
V1075332	HGC
V1411416	HGC
V1012820	HGC
V1080828	HGC
V1138734	HGC
V1073413	HGC
V1391872	HGC
V1431760	HGC
V1465863	HGC
V1841430	HGC
V1072280	HGC
V1265582	HGC
V1010603	HGC
V1180770	HGC
V1074547	HGC
V1082749	HGC
V1435073	HGC
V1265462	HGC
V1075094	HGC
V1314716	HGC
V1483570	HGC
V1039101	HGC
V1392011	HGC
V1076239	HGC
V1080455	HGC
V1041428	HGC
V1081814	HGC
V1083554	HGC
V1138601	HGC
V1275127	HGC
V1316499	HGC
V1576351	HGC
V1292479	HGC
V1432915	HGC
V1108928	HGC
V1374846	HGC
V1079148	HGC
V1036725	HGC
V1011843	HGC
V1138984	HGC
V1084672	HGC
V1080858	HGC
V1138261	HGC
V1551811	HGC
V1841310	HGC
V1383833	LGC
V1614891	HGC
V1329936	HGC
V1008890	HGC
V1074548	HGC
V1074550	HGC
V1039802	HGC
V1585173	HGC
V1081878	HGC
V1514705	HGC
V1084373	HGC
V1249933	HGC
V1576731	HGC
V1102145	HGC
V1431950	HGC
V1153972	HGC
V1432175	HGC
V1368681	HGC
V1102938	HGC
V1012921	HGC
V1249468	HGC
V1177863	HGC
V1139144	HGC
V1087334	HGC
V1013250	HGC
V1013989	HGC
V1074210	HGC
V1074401	HGC
V1433284	HGC
V1153964	HGC
V1366860	HGC
V1380944	HGC
V1344192	HGC
V1011009	HGC
V1073590	HGC
V1238012	HGC
V1085507	HGC
V1079324	HGC
V1017849	HGC
V1082074	HGC
V1392083	HGC
V1138310	HGC
V1107529	HGC
V1380402	HGC
V1073422	HGC
V1551742	HGC
V1102240	HGC
V1080997	HGC
V1558106	HGC
V1553865	HGC
V1067673	HGC
V1138323	HGC
V1604823	HGC
V1286762	HGC
V1079142	HGC
V1253211	HGC
V1313683	HGC
V1072215	HGC
V1075208	HGC
V1369096	HGC
V1445343	LGC
V1547999	HGC
V1072281	HGC
V1152318	HGC
V1075539	HGC
V1841306	HGC
V1011952	HGC
V1881163	HGC
V1138549	HGC
V1074066	HGC
V1392259	HGC
V1017440	HGC
V1082510	HGC
V1085551	HGC
V1011015	HGC
V1121567	HGC
V1146313	HGC
V1374087	HGC
V1190201	HGC
V1082075	HGC
V1145270	HGC
V1141150	HGC
V1012601	HGC
V1139821	HGC
V1075074	HGC
V1083208	HGC
V1574627	HGC
V1081379	HGC
V1083704	HGC
V1037475	HGC
V1104775	HGC
V1016890	HGC
V1138426	HGC
V1082647	HGC
V1071065	HGC
V1138974	HGC
V1072586	HGC
V1044382	HGC
V1358351	HGC
V1174424	HGC
V1017590	HGC
V1017656	HGC
V1077505	HGC
V1569324	HGC
V1084062	HGC
V1138843	HGC
V1073412	HGC
V1013990	HGC
V1500210	HGC
V1038507	HGC
V1397237	HGC
V1275019	HGC
V1082083	HGC
V1423233	HGC
V1265568	HGC
V1138429	HGC
V1879950	LGC
V1079327	HGC
V1291848	HGC
V1576681	HGC
V1267333	HGC
V1153241	HGC
V1076789	HGC
V1083902	HGC
V1082181	HGC
V1370956	HGC
V1080456	HGC
V1081088	HGC
V1172803	HGC
V1080607	HGC
V1238100	HGC
V1074141	HGC
V1081811	HGC
V1074640	HGC
V1011950	HGC
V1076154	HGC
V1374569	HGC
V1464766	HGC
V1235850	HGC
V1360576	HGC
V1268830	HGC
V1376759	HGC
V1724279	HGC
V1074549	HGC
V1466175	HGC
V1012782	HGC
V1082432	HGC
V1185257	HGC
V1074062	HGC
V1074528	HGC
V1374878	HGC
V1180252	HGC
V1080387	HGC
V1282227	HGC
V1499291	HGC
V1081809	HGC
V1357367	HGC
V1074056	HGC
V1032287	HGC
V1082084	HGC
V1875168	HGC
V1361584	HGC
V1486976	HGC
V1498595	HGC
V1200167	HGC
V1081288	HGC
V1275594	HGC
V1616787	HGC
V1181936	HGC
V1081148	HGC
V1011011	HGC
V1169695	HGC
V1138617	HGC
V1083359	HGC
V1357921	HGC
V1050687	HGC
V1553580	HGC
V1171816	HGC
V1256108	HGC
V1379907	HGC
V1011012	HGC
V1283232	HGC
V1110017	HGC
V1820421	HGC
V1841315	HGC
V1037967	HGC
V1041179	HGC
V1574491	HGC
V1138320	HGC
V1082697	HGC
V1381908	HGC
V1082087	HGC
V1010322	HGC
V1032070	HGC
V1067144	HGC
V1083864	HGC
V1081694	HGC
V1189108	HGC
V1558287	HGC
V1042531	HGC
V1139151	HGC
V1369909	HGC
V1374419	HGC
V1248992	HGC
V1500057	HGC
V1036913	HGC
V1081969	HGC
V1441964	HGC
V1010371	HGC
V1144615	HGC
V1323258	HGC
V1500586	HGC
V1147515	HGC
V1166804	HGC
V1074846	HGC
V1530442	HGC
V1037254	HGC
V1175489	HGC
V1155973	HGC
V1082201	HGC
V1010826	HGC
V1079801	HGC
V1082460	HGC
V1375540	HGC
V1436368	HGC
V1440773	HGC
V1058170	HGC
V1087039	HGC
V1268572	HGC
V1513759	HGC
V1086559	HGC
V1398523	HGC
V1010897	HGC
V1374264	HGC
V1082713	HGC
V1010604	HGC
V1458722	HGC
V1284599	HGC
V1392035	HGC
V1373874	HGC
V1046624	HGC
V1399582	HGC
V1250750	HGC
V1391823	HGC
V1364807	HGC
V1499268	HGC
V1074430	HGC
V1203949	HGC
V1463694	HGC
V1435562	HGC
V1345089	HGC
V1031988	HGC
V1138252	HGC
V1403556	HGC
V1374717	HGC
V1445191	HGC
V1440590	HGC
V1886719	LGC
V1181333	HGC
V1267044	HGC
V1155393	HGC
V1008438	HGC
V1553587	HGC
V1577158	HGC
V1500989	HGC
V1166996	HGC
V1239646	HGC
V1431655	HGC
V1020418	HGC
V1358470	HGC
V1146231	HGC
V1174490	HGC
V1440864	HGC
V1558925	HGC
V1084999	HGC
V1436832	HGC
V1499937	HGC
V1576647	HGC
V1522026	HGC
V1086332	HGC
V1277666	HGC
V1515302	HGC
V1435489	HGC
V1374740	HGC
V1583524	HGC
V1272240	HGC
V1400899	HGC
V1139047	HGC
V1156648	HGC
V1274469	HGC
V1073609	HGC
V1080014	HGC
V1188399	HGC
V1606941	LGC
V1875176	HGC
V1445302	LGC
V1190205	HGC
V1487448	HGC
V1010898	HGC
V1154707	HGC
V1841399	HGC
V1268814	HGC
V1357277	HGC
V1446216	LGC
V1197347	HGC
V1268899	HGC
V1286513	HGC
V1432667	HGC
V1015865	HGC
V1752973	HGC
V1138412	HGC
V1337146	LGC
V1574099	LGC
V1015186	HGC
V1138417	HGC
V1180160	HGC
V1090665	HGC
V1073589	HGC
V1547357	LGC
V1249544	HGC
V1553606	HGC
V1040381	HGC
V1138628	HGC
V1138772	HGC
V1170101	HGC
V1502554	HGC
V1274683	HGC
V1103366	HGC
V1360042	HGC
V1446708	LGC
V1010170	HGC
V1083490	HGC
V1344286	HGC
V1576296	HGC
V1820497	HGC
V1067311	HGC
V1363746	HGC
V1384043	LGC
V1010699	HGC
V1087223	HGC
V1440877	HGC
V1576098	HGC
V1177861	HGC
V1326836	HGC
V1081145	HGC
V1236668	LGC
V1072214	HGC
V1363891	HGC
V1109151	HGC
V1358011	HGC
V1518214	HGC
V1014995	HGC
V1380542	HGC
V1366839	HGC
V1442547	HGC
V1145162	HGC
