PC	Acidaminococcus_intestini	Acinetobacter_baumannii	Actinobaculum_massiliae	Actinobaculum_schaalii	Actinomyces_europaeus	Actinomyces_graevenitzii	Actinomyces_neuii	Actinomyces_sp.	Actinomyces_turicensis	Actinomyces_urogenitalis	Aerococcus_urinae	Aerococcus_viridans	Anaerococcus_hydrogenalis	Anaerococcus_lactolyticus	Anaerococcus_prevotii	Anaerococcus_tetradius	Anaerococcus_vaginalis	Arcanobacterium_sp.	Atopobium_parvulum	Atopobium_vaginae	BVAB1	Bacteroides_ovatus	Bacteroides_sp.	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_vulgatus	Bifidobacterium_animalis	Bifidobacterium_bifidum	Bifidobacterium_breve	Bifidobacterium_dentium	Bifidobacterium_longum	Brevibacterium_mcbrellneri	Campylobacter_fetus	Candidatus_Pelagibacter	Chlamydia_trachomatis	Chryseobacterium_gleum	Clostridiales_Family	Clostridium_difficile	Clostridium_sp.	Corynebacterium_amycolatum	Corynebacterium_aurimucosum	Corynebacterium_ciconiae	Corynebacterium_diphtheriae	Corynebacterium_glucuronolyticum	Corynebacterium_lipophiloflavum	Corynebacterium_pseudogenitalium	Corynebacterium_striatum	Dialister_invisus	Dialister_micraerophilus	Dialister_microaerophilus	Dorea_formicigenerans	Eggerthella_lenta	Eggerthella_sp.	Enterococcus_faecalis	Enterococcus_faecium	Eremococcus_coleocola	Escherichia_coli	Eubacterium_saburreum	Eubacterium_siraeum	Eubacterium_sp.	Facklamia_hominis	Faecalibacterium_prausnitzii	Filifactor_alocis	Finegoldia_magna	Fusobacterium_gonidiaformans	Fusobacterium_nucleatum	Fusobacterium_sp.	Fusobacterium_ulcerans	Gardnerella_vaginalis	Gemella_haemolysans	Granulicatella_adiacens	Granulicatella_elegans	Haemophilus_parainfluenzae	Johnsonella_ignava	Jonquetella_anthropi	Klebsiella_oxytoca	Lactobacillus_acidophilus	Lactobacillus_amylolyticus	Lactobacillus_amylovorus	Lactobacillus_antri	Lactobacillus_coleohominis	Lactobacillus_crispatus	Lactobacillus_delbrueckii	Lactobacillus_fermentum	Lactobacillus_gasseri	Lactobacillus_helveticus	Lactobacillus_iners	Lactobacillus_jensenii	Lactobacillus_johnsonii	Lactobacillus_kefiranofaciens	Lactobacillus_oris	Lactobacillus_ruminis	Lactobacillus_salivarius	Lactobacillus_ultunensis	Lactobacillus_vaginalis	Lactococcus_lactis	Leptotrichia_buccalis	Leptotrichia_shahii	Leptotrichia_sp.	Leptotrichia_wadei	Mageeibacillus_indolicus	Megasphaera_cerevisiae	Megasphaera_elsdenii	Megasphaera_genomosp.	Megasphaera_micronuciformis	Megasphaera_sp.	Mesorhizobium_sp.	Mobiluncus_curtisii	Mobiluncus_mulieris	Mycoplasma_gallinarum	Mycoplasma_hominis	Mycoplasma_primatum	Neisseria_gonorrhoeae	Odoribacter_laneus	Odoribacter_splanchnicus	Oribacterium_sp.	Parabacteroides_sp.	Paracoccus_denitrificans	Parvimonas_micra	Parvimonas_sp.	Pasteurella_bettyae	Pasteurella_multocida	Peptoniphilus_asaccharolyticus	Peptoniphilus_duerdenii	Peptoniphilus_harei	Peptoniphilus_indolicus	Peptoniphilus_lacrimalis	Peptoniphilus_sp.	Peptostreptococcus_anaerobius	Peptostreptococcus_sp.	Peptostreptococcus_stomatis	Porphyromonas_asaccharolytica	Porphyromonas_somerae	Porphyromonas_uenonis	Prevotella_amnii	Prevotella_bergensis	Prevotella_bivia	Prevotella_bryantii	Prevotella_buccae	Prevotella_buccalis	Prevotella_corporis	Prevotella_dentalis	Prevotella_denticola	Prevotella_disiens	Prevotella_histicola	Prevotella_intermedia	Prevotella_maculosa	Prevotella_marshii	Prevotella_melaninogenica	Prevotella_micans	Prevotella_multiformis	Prevotella_multisaccharivorax	Prevotella_nigrescens	Prevotella_oralis	Prevotella_oris	Prevotella_oulorum	Prevotella_pallens	Prevotella_salivae	Prevotella_sp.	Prevotella_stercorea	Prevotella_tannerae	Prevotella_timonensis	Prevotella_veroralis	Propionibacterium_sp.	Propionimicrobium_lymphophilum	Proteus_mirabilis	Rothia_mucilaginosa	Ruminococcus_lactaris	Salmonella_enterica	Sneathia_amnii	Sneathia_sanguinegens	Solobacterium_moorei	Staphylococcus_aureus	Staphylococcus_caprae	Staphylococcus_epidermidis	Staphylococcus_haemolyticus	Staphylococcus_lugdunensis	Staphylococcus_simulans	Streptococcus_agalactiae	Streptococcus_anginosus	Streptococcus_bovis	Streptococcus_constellatus	Streptococcus_dysgalactiae	Streptococcus_ictaluri	Streptococcus_infantarius	Streptococcus_macacae	Streptococcus_massiliensis	Streptococcus_mitis	Streptococcus_parasanguinis	Streptococcus_pneumoniae	Streptococcus_pseudopneumoniae	Streptococcus_pseudoporcinus	Streptococcus_pyogenes	Streptococcus_salivarius	Streptococcus_sanguinis	Streptococcus_sp.	Streptococcus_urinalis	Streptococcus_vestibularis	Sutterella_wadsworthensis	Tannerella_forsythensis	Treponema_phagedenis	Ureaplasma_parvum	Ureaplasma_urealyticum	Veillonella_atypica	Veillonella_parvula	Veillonella_ratti	Veillonella_sp.
ERR2014374	2	0	0	0	0	11	0	2	0	0	0	0	10	11	12	62	0	1	0	5919	93	0	1	0	1	0	1	0	17	3	3	0	0	0	39	0	24	0	4	1	0	0	0	0	0	0	1	5	44	107	1	0	0	1	3	1	3	0	0	0	3	1	1	38	8	4	0	0	15953	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	6	0	761	4	12	0	0	0	0	0	0	0	0	0	2	1	244	0	0	778	82	216	0	1	3	0	98	0	0	0	3	0	0	0	6	14	0	0	19	9	824	3	68	0	15	16	0	1	0	3	2222	19	95	0	1	65	25	0	14	39	1	0	0	0	21	11	0	0	1	4	7	1	7	5	1478	0	0	1972	0	2	0	0	0	237	0	850	944	0	0	0	0	0	0	0	2	12	0	2	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	1	11	15	0	1	0	2
ERR2014375	2	0	0	0	0	6	2	1	0	0	2	0	240	13	15	112	0	2	0	4238	87	0	0	0	1	0	0	0	0	3	0	0	0	1	245	0	10	0	3	0	0	0	0	0	0	0	1	3	64	151	1	0	0	4	4	1	3	0	0	0	5	1	3	68	3	2	0	0	14202	1	0	0	0	0	0	0	0	0	0	0	0	21	0	0	3	0	2780	16	17	0	1	0	0	1	2	0	0	0	0	1	236	0	0	692	1	218	0	2	7	0	5	0	0	0	0	1	2	0	7	14	0	0	8	6	145	1	49	1	10	11	0	1	0	1	106	7	1861	0	0	19	16	0	9	47	0	1	0	0	6	0	0	0	0	0	3	2	0	0	16	0	2	33	0	2	0	0	0	237	0	1003	52	0	0	0	1	1	0	0	1	19	0	1	1	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	82	88	0	0	1	0
ERR2014376	2	0	1	0	0	9	0	2	2	0	3	0	8	20	6	69	0	912	18	5480	219	0	0	0	2	1	0	0	23	0	2	0	0	0	0	0	23	0	3	0	0	0	0	0	0	0	0	5	50	108	1	0	0	2	2	2	3	0	0	0	3	1	2	43	5	3	0	0	7097	0	2	0	0	0	2	0	1	0	0	0	0	41	1	0	3	0	3150	35	14	0	0	0	0	1	3	0	0	0	0	0	1849	1	0	703	81	172	0	1063	15	0	9	0	0	1	1	1	0	0	0	14	0	0	13	21	929	1	167	2	21	14	1	24	2	725	176	14	1724	0	2	263	48	1	15	161	0	1	2	2	26	0	0	0	1	12	22	9	7	1	306	0	5	3132	0	3	2	0	0	235	0	981	108	0	0	0	0	0	0	0	1	10	0	9	0	0	0	0	0	0	0	1	0	5	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ERR2014377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	36	103	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	981	0	0	0	0	0	0	0	27	0	0	0	43	4120	0	4	63	32	2399	2143	14	1	5	0	0	30	396	0	0	0	0	0	5	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	3	0	3	1	0	0	0	1	1	0	17	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	1	0	10	34	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2014378	0	0	1	0	0	6	0	1	0	4	3	0	1139	61	22	112	1	2	0	3255	86	1	0	0	1	0	4	0	45	13	31	0	0	0	0	0	60	0	0	0	0	0	0	0	0	1	1	5	85	106	1	1	0	1	4	3	2	1	0	0	9	0	1	90	6	5	1	0	14082	1	2	0	0	0	1	0	1	0	0	0	3	514	1	0	497	2	2701	172	29	0	0	0	0	3	67	0	0	0	0	1	88	2	0	80	173	5	0	5	5	0	8	0	0	1	2	2	2	0	7	10	0	0	7	49	1132	0	1054	21	1488	50	1	3	0	8	154	14	1907	0	1	140	41	0	20	853	0	2	0	0	10	1	2	0	1	0	42	4	0	0	50	0	4	2254	1	3	1	0	0	0	0	1026	1027	1	0	0	0	1	0	0	6	31	0	1	2	0	0	0	1	0	0	1	0	13	3	0	1	0	3	0	0	1	1	16	34	1	1	4	2
ERR2014379	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	6	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	163	0	0	0	0	0	0	2	50	0	0	0	9	4076	5	1	21	56	706	1824	19	108	0	0	0	65	84	0	0	0	0	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	1	0	0	0	0	0	14	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	29	0	0	0	0	0	0	0	24	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2014380	0	0	0	0	0	0	2	0	0	0	1	0	14	62	16	25	1	0	0	94	21	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1075	0	0	0	0	1	1	24	0	1	1	1	7	3	0	0	0	6	3	1	9	0	0	0	8	0	0	1083	0	0	0	0	1062	14	0	0	8	0	0	0	60	3	2	2	860	4388	9	6	399	66	2101	2357	28	107	9	0	1	70	372	0	0	0	0	2	5	0	0	7	0	2	0	8	3	0	17	0	0	1	0	1	0	0	0	0	0	1	0	530	280	0	633	8	9	17	0	2	0	10	5	4	183	0	0	64	9	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	30	0	0	516	0	5	93	0	0	0	0	24	8	0	0	0	11	5	1	0	4	1	1	0	0	2	0	0	0	16	5	0	0	11	1	55	1	1	2	6	0	0	1	154	136	4	1	0	0
ERR2014381	0	0	0	0	0	0	1	0	0	0	0	0	6	1	1	6	0	1	0	22	16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	5	1	1	0	0	0	1	0	2	22	0	0	0	1	453	0	0	0	0	0	0	0	47	0	0	0	38	4142	5	4	486	62	2608	3696	26	109	5	0	0	61	339	1	0	0	1	0	3	0	0	3	0	0	0	1	2	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	1	0	3	3	0	0	0	1	4	0	31	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	12	0	0	0	0	0	0	0	6	2	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	32	35	0	1	0	0
ERR2014382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	140	0	0	0	0	0	0	0	46	0	0	0	11	4444	4	0	23	53	161	1752	20	109	0	0	0	65	97	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0	1	1	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	13	0	0	0	0	0	1	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2014383	1	1	12	0	0	10	0	2	12	0	2	0	12	364	31	1704	1	723	0	4562	61	1	2	0	1	0	1	0	110	2	66	0	0	0	0	0	64	0	1	0	0	0	0	0	0	0	0	4	111	148	2	0	3	5	3	3	0	0	0	0	8	1	4	616	9	11	1	0	11500	1	0	2	2	1	2	0	0	0	0	0	0	159	0	0	5	1	2530	12	9	2	0	0	0	0	1	0	0	0	1	1	247	0	0	666	86	216	0	1939	124	0	7	1	0	1	1	4	2	0	3	0	2	0	23	161	1031	7	1294	28	1580	67	5	303	4	2255	336	85	2186	2	2	2015	99	0	67	1736	0	10	2	0	15	3	1	2	1	7	50	5	9	1	794	0	4	2829	1	0	2	0	0	243	0	49	1034	0	0	0	0	0	0	0	14	93	0	1	1	0	0	0	0	7	0	0	0	19	3	0	0	0	5	0	0	1	0	0	0	0	0	1	1
ERR2014384	0	0	0	0	0	0	0	0	0	0	0	0	23	1	11	12	0	2	0	43	21	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	1	16	0	0	0	3	0	0	30	0	0	0	0	505	1	0	0	0	0	0	0	2	0	0	0	0	23	1	0	8	0	3152	16	6	0	1	0	0	0	5	1	0	0	0	0	14	0	0	4	0	1	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2	0	5	2	0	0	0	1	21	0	15	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	6	0	3	0	0	0	11	0	113	6	0	0	0	3	2	0	0	6	5	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ERR2014385	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	13	0	2	0	21	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	22	0	0	0	3	0	0	12	0	1	0	0	196	0	0	0	0	0	0	2	2	0	0	0	0	21	1	1	18	0	3183	19	8	0	3	0	0	0	440	1	0	0	0	0	12	0	0	2	0	1	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	3	4	0	0	0	0	3	0	37	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	7	0	16	0	0	0	6	0	57	1	0	0	0	6	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ERR2014386	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	20	0	2	0	292	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	2	1	0	2	1	0	0	0	0	0	1	42	0	0	0	3	0	0	3	1	0	0	0	2079	0	0	0	0	0	0	0	1	0	0	0	0	87	1	0	37	0	3191	17	6	4	3	0	1	0	79	3	0	0	0	0	26	0	0	70	2	16	0	2	34	0	15	0	0	0	0	0	0	0	0	0	0	0	1	1	7	0	3	0	2	3	0	0	0	2	18	4	123	0	0	8	0	0	0	3	0	0	0	0	44	0	0	0	0	0	0	0	1	0	4	0	0	460	0	14	0	0	0	10	0	345	179	0	1	0	5	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ERR2014387	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	2	0	19	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	1	398	0	0	0	0	0	0	0	1	0	0	0	0	14	1	0	4	0	2956	12	2	0	0	0	0	0	1	1	0	0	0	0	10	0	0	2	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	4	0	6	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	46	11	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ERR2014388	2	0	0	0	0	8	0	1	6	0	3	0	62	1233	20	1659	1	1	0	4668	1206	1	1	0	3	0	0	0	0	1	2	0	1	0	0	0	87	0	9	0	0	0	0	2	0	1	1	5	60	143	3	0	0	5	2	4	1	0	0	0	11	1	2	226	7	96	6	0	11998	2	0	0	1	0	3	0	0	0	0	0	0	92	0	0	4	0	1076	15	16	0	0	0	0	1	0	0	0	1	0	1	99	2	0	708	82	194	0	1222	20	0	594	0	0	1	2	4	1	0	3	14	3	0	7	1016	1074	5	1384	19	1691	66	11	145	2	1871	280	30	1844	0	12	1340	444	0	75	1765	1	5	1	0	1402	1	0	1	1	3	18	4	14	3	612	1	4	3024	2	1	0	0	0	3	0	1052	1073	0	0	0	6	0	0	0	433	23	0	2	3	0	0	0	0	0	0	0	0	30	1	1	0	0	10	0	0	0	3	9	12	0	1	1	2
ERR2014389	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	6	0	0	0	38	168	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	1	0	0	0	3	0	0	1	0	0	0	1	648	0	0	0	0	0	0	0	4	0	0	0	1	61	0	0	7	4	2624	2472	4	1	0	0	0	1	2	0	0	0	0	0	6	0	0	8	2	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	5	0	8	1	0	0	0	0	2	0	13	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	7	0	16	55	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2014390	0	0	0	0	0	2	0	1	0	0	3	0	36	33	14	549	0	1	22	2158	133	0	0	0	1	0	2	0	0	3	1	0	0	0	0	0	25	1	1	0	0	0	0	1	0	0	1	2	28	95	1	0	0	3	4	2	1	0	0	0	6	1	3	119	4	3	0	0	14423	0	0	0	0	0	1	0	0	0	0	0	0	23	1	0	3	0	2752	14	12	0	0	0	0	1	1	0	0	1	0	0	68	1	0	554	79	159	0	3	2	0	5	0	0	0	1	0	1	0	0	11	0	0	0	30	173	0	77	0	63	11	1	1	0	7	124	5	1821	0	12	23	90	0	8	44	0	1	0	0	8	0	0	0	1	1	2	0	3	3	13	0	0	337	1	0	1	0	0	2	0	45	1062	0	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	9	16	0	0	0	0
ERR2014391	0	0	0	0	0	2	0	1	0	0	2	0	58	17	13	1493	0	0	15	3064	152	0	0	0	1	0	2	0	0	3	4	0	0	0	0	0	22	1	0	0	0	0	0	1	0	0	0	1	28	77	0	0	0	2	4	1	6	0	0	0	3	1	3	378	2	4	0	0	14167	0	0	0	0	0	2	1	1	0	0	0	0	26	1	1	6	0	2786	13	15	0	0	0	7	1	1	0	0	1	0	1	65	2	0	601	78	189	1	3	2	0	5	0	0	0	0	0	1	0	0	10	0	0	1	20	301	0	32	0	268	14	2	1	0	0	132	5	1834	0	12	13	13	0	15	46	0	3	0	0	6	0	0	0	1	0	2	1	5	4	19	0	0	135	1	3	1	8	0	3	0	50	1045	0	0	0	1	2	0	0	4	56	2	0	0	3	0	0	0	0	17	0	0	1	0	4	0	0	1	1	0	0	0	62	82	19	3	0	0
ERR2014392	0	0	0	0	0	2	0	0	0	0	2	0	7	18	7	65	0	4	2	4262	1165	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	30	0	1	0	0	0	0	0	0	0	1	8	39	105	1	0	0	0	1	0	4	0	0	0	5	1	1	49	5	1	0	0	14354	0	2	0	0	0	3	0	0	0	0	0	0	8	0	0	4	0	371	2	11	0	0	0	0	1	1	0	0	1	0	0	252	1	0	682	81	200	0	6	3	0	287	0	0	0	0	2	1	0	1	12	0	0	4	14	63	4	1005	7	14	9	0	4	0	15	158	13	1657	0	1	156	40	2	16	101	0	0	0	0	6	1	0	0	2	0	6	1	3	1	61	0	0	2031	0	0	2	0	0	235	0	991	925	0	0	0	0	0	0	0	2	16	0	2	0	0	0	0	0	0	0	2	0	13	0	1	0	0	1	0	0	0	1	3	9	0	0	0	0
ERR2014393	0	0	0	0	0	2	47	0	12	0	5	0	5	30	10	1372	0	1	4	5703	125	0	0	0	1	1	1	0	1	3	1	0	0	0	0	0	32	0	1	0	0	0	0	0	0	0	1	7	64	163	1	0	0	1	1	3	1	0	0	0	3	1	2	118	6	1	0	0	14964	0	1	0	0	0	2	0	0	0	0	0	0	9	0	0	2	0	382	4	11	0	0	0	0	1	0	0	0	1	0	0	221	1	0	637	82	190	0	21	1	0	535	0	0	0	1	0	2	0	3	15	2	0	0	24	1193	0	183	7	322	20	2	4	0	19	154	23	1959	0	2	137	65	0	14	1683	0	1	1	0	11	1	0	0	1	2	4	2	5	0	32	0	4	1697	1	0	2	0	0	202	0	953	1091	0	0	0	0	1	0	0	3	54	0	3	0	0	0	0	0	0	0	2	0	8	0	0	0	1	1	0	0	1	1	70	93	0	0	0	0
