gene	geneCountCategory
V1728013	HGC
V1574482	HGC
V1177462	HGC
V1337358	LGC
V1084226	HGC
V1267672	HGC
V1460737	HGC
V1392011	HGC
V1037187	HGC
V1020434	HGC
V1084822	HGC
V1291853	HGC
V1079736	HGC
V1083661	HGC
V1389977	LGC
V1465337	HGC
V1198724	LGC
V1082210	HGC
V1137315	LGC
V1080596	HGC
V1315998	HGC
V1239646	HGC
V1044739	HGC
V1266891	HGC
V1705037	HGC
V1267879	HGC
V1051284	HGC
V1526059	HGC
V1008596	HGC
V1437609	HGC
V1027637	HGC
V1393333	HGC
V1484126	LGC
V1302192	LGC
V1295229	HGC
V1584058	HGC
V1520973	HGC
V1076325	HGC
V1444593	HGC
V1421861	HGC
V1301690	LGC
V1143164	HGC
V1302190	LGC
V1704843	HGC
V1484064	LGC
V1524304	HGC
V1267291	HGC
V1483461	HGC
V1006125	HGC
V1079717	HGC
V1392446	HGC
V1083563	HGC
V1484429	LGC
V1409950	HGC
V1365660	LGC
V1899904	HGC
V1008595	HGC
V1082103	HGC
V1723814	HGC
V1083647	HGC
V1301512	LGC
V1082705	HGC
V1019613	HGC
V1899842	HGC
V1723595	HGC
V1078981	HGC
V1168273	HGC
V1080741	HGC
V1037868	HGC
V1239708	HGC
V1037443	HGC
V1234581	HGC
V1084821	HGC
V1883611	HGC
V1079719	HGC
V1053762	HGC
V1302490	LGC
V1265596	HGC
V1201914	HGC
V1099394	HGC
V1088148	HGC
V1465004	HGC
V1267603	HGC
V1384044	LGC
V1036042	HGC
V1705123	HGC
V1006685	HGC
V1085154	HGC
V1171816	HGC
V1383974	LGC
V1403539	HGC
V1196712	HGC
V1344807	HGC
V1464737	HGC
V1419972	LGC
V1081108	HGC
V1032287	HGC
V1366835	HGC
V1529154	HGC
V1301559	LGC
V1899941	HGC
V1267333	HGC
V1167633	HGC
V1079670	HGC
V1049012	HGC
V1529905	HGC
V1049010	HGC
V1465589	HGC
V1049051	HGC
V1080824	HGC
V1526899	HGC
V1723531	HGC
V1012818	HGC
V1079745	HGC
V1080576	HGC
V1498789	HGC
V1037335	HGC
V1049011	HGC
