PC	Acidaminococcus_intestini	Acinetobacter_baumannii	Actinobaculum_massiliae	Actinobaculum_schaalii	Actinomyces_europaeus	Actinomyces_graevenitzii	Actinomyces_neuii	Actinomyces_sp.	Actinomyces_turicensis	Actinomyces_urogenitalis	Aerococcus_urinae	Aerococcus_viridans	Anaerococcus_hydrogenalis	Anaerococcus_lactolyticus	Anaerococcus_prevotii	Anaerococcus_tetradius	Anaerococcus_vaginalis	Arcanobacterium_sp.	Atopobium_parvulum	Atopobium_vaginae	BVAB1	Bacteroides_ovatus	Bacteroides_sp.	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_vulgatus	Bifidobacterium_animalis	Bifidobacterium_bifidum	Bifidobacterium_breve	Bifidobacterium_dentium	Bifidobacterium_longum	Brevibacterium_mcbrellneri	Campylobacter_fetus	Candidatus_Pelagibacter	Chlamydia_trachomatis	Chryseobacterium_gleum	Clostridiales_Family	Clostridium_difficile	Clostridium_sp.	Corynebacterium_amycolatum	Corynebacterium_aurimucosum	Corynebacterium_ciconiae	Corynebacterium_diphtheriae	Corynebacterium_glucuronolyticum	Corynebacterium_lipophiloflavum	Corynebacterium_pseudogenitalium	Corynebacterium_striatum	Dialister_invisus	Dialister_micraerophilus	Dialister_microaerophilus	Dorea_formicigenerans	Eggerthella_lenta	Eggerthella_sp.	Enterococcus_faecalis	Enterococcus_faecium	Eremococcus_coleocola	Escherichia_coli	Eubacterium_saburreum	Eubacterium_siraeum	Eubacterium_sp.	Facklamia_hominis	Faecalibacterium_prausnitzii	Filifactor_alocis	Finegoldia_magna	Fusobacterium_gonidiaformans	Fusobacterium_nucleatum	Fusobacterium_sp.	Fusobacterium_ulcerans	Gardnerella_vaginalis	Gemella_haemolysans	Granulicatella_adiacens	Granulicatella_elegans	Haemophilus_parainfluenzae	Johnsonella_ignava	Jonquetella_anthropi	Klebsiella_oxytoca	Lactobacillus_acidophilus	Lactobacillus_amylolyticus	Lactobacillus_amylovorus	Lactobacillus_antri	Lactobacillus_coleohominis	Lactobacillus_crispatus	Lactobacillus_delbrueckii	Lactobacillus_fermentum	Lactobacillus_gasseri	Lactobacillus_helveticus	Lactobacillus_iners	Lactobacillus_jensenii	Lactobacillus_johnsonii	Lactobacillus_kefiranofaciens	Lactobacillus_oris	Lactobacillus_ruminis	Lactobacillus_salivarius	Lactobacillus_ultunensis	Lactobacillus_vaginalis	Lactococcus_lactis	Leptotrichia_buccalis	Leptotrichia_shahii	Leptotrichia_sp.	Leptotrichia_wadei	Mageeibacillus_indolicus	Megasphaera_cerevisiae	Megasphaera_elsdenii	Megasphaera_genomosp.	Megasphaera_micronuciformis	Megasphaera_sp.	Mesorhizobium_sp.	Mobiluncus_curtisii	Mobiluncus_mulieris	Mycoplasma_gallinarum	Mycoplasma_hominis	Mycoplasma_primatum	Neisseria_gonorrhoeae	Odoribacter_laneus	Odoribacter_splanchnicus	Oribacterium_sp.	Parabacteroides_sp.	Paracoccus_denitrificans	Parvimonas_micra	Parvimonas_sp.	Pasteurella_bettyae	Pasteurella_multocida	Peptoniphilus_asaccharolyticus	Peptoniphilus_duerdenii	Peptoniphilus_harei	Peptoniphilus_indolicus	Peptoniphilus_lacrimalis	Peptoniphilus_sp.	Peptostreptococcus_anaerobius	Peptostreptococcus_sp.	Peptostreptococcus_stomatis	Porphyromonas_asaccharolytica	Porphyromonas_somerae	Porphyromonas_uenonis	Prevotella_amnii	Prevotella_bergensis	Prevotella_bivia	Prevotella_bryantii	Prevotella_buccae	Prevotella_buccalis	Prevotella_corporis	Prevotella_dentalis	Prevotella_denticola	Prevotella_disiens	Prevotella_histicola	Prevotella_intermedia	Prevotella_maculosa	Prevotella_marshii	Prevotella_melaninogenica	Prevotella_micans	Prevotella_multiformis	Prevotella_multisaccharivorax	Prevotella_nigrescens	Prevotella_oralis	Prevotella_oris	Prevotella_oulorum	Prevotella_pallens	Prevotella_salivae	Prevotella_sp.	Prevotella_stercorea	Prevotella_tannerae	Prevotella_timonensis	Prevotella_veroralis	Propionibacterium_sp.	Propionimicrobium_lymphophilum	Proteus_mirabilis	Rothia_mucilaginosa	Ruminococcus_lactaris	Salmonella_enterica	Sneathia_amnii	Sneathia_sanguinegens	Solobacterium_moorei	Staphylococcus_aureus	Staphylococcus_caprae	Staphylococcus_epidermidis	Staphylococcus_haemolyticus	Staphylococcus_lugdunensis	Staphylococcus_simulans	Streptococcus_agalactiae	Streptococcus_anginosus	Streptococcus_bovis	Streptococcus_constellatus	Streptococcus_dysgalactiae	Streptococcus_ictaluri	Streptococcus_infantarius	Streptococcus_macacae	Streptococcus_massiliensis	Streptococcus_mitis	Streptococcus_parasanguinis	Streptococcus_pneumoniae	Streptococcus_pseudopneumoniae	Streptococcus_pseudoporcinus	Streptococcus_pyogenes	Streptococcus_salivarius	Streptococcus_sanguinis	Streptococcus_sp.	Streptococcus_urinalis	Streptococcus_vestibularis	Sutterella_wadsworthensis	Tannerella_forsythensis	Treponema_phagedenis	Ureaplasma_parvum	Ureaplasma_urealyticum	Veillonella_atypica	Veillonella_parvula	Veillonella_ratti	Veillonella_sp.
ERR2014375	0.0013861	0	0	0	0	0.00977568	7.29528e-05	0.000145906	0	0	0.000656575	0	0.0242568	0.000838958	0.00158672	0.0677367	0	0.00662047	0	17.7163	0.201605	0	0	0	7.29528e-05	0	0	0	0	0.000291811	0	0	0	3.64764e-05	0.0136604	0	0.00238921	0	0.000984863	0	0	0	0	0	0	0	5.47146e-05	0.00020062	0.0128579	0.0252417	0.000383002	0	0	0.00120372	0.00182382	7.29528e-05	0.000109429	0	0	0	0.000291811	0.000729528	0.000364764	0.0239103	0.00561737	0.000237097	0	0	70.3976	0.000127667	0	0	0	0	0	0	0	0	0	0	0	0.00631042	0	0	0.00125844	0	3.91583	0.00313697	0.0309138	0	3.64764e-05	0	0	9.1191e-05	7.29528e-05	0	0	0	0	0.000273573	1.42822	0	0	0.719497	9.1191e-05	0.196316	0	0.000346526	0.000820719	0	0.0232537	0	0	0	0	5.47146e-05	0.00114901	0	0.0034835	0.0225789	0	0	0.00251687	0.000601861	0.0168521	5.47146e-05	0.0532009	0.000109429	0.00838958	0.0296553	0	0.000547146	0	3.64764e-05	0.0739742	0.00415831	2.28337	0	0	0.00532556	0.00643809	0	0.00240744	0.0200256	0	0.000455955	0	0	0.000875434	0	0	0	0	0	0.000273573	0.00140434	0	0	0.0119643	0	0.000729528	0.00585446	0	7.29528e-05	0	0	0	1.23309	0	1.2942	0.0238191	0	0	0	3.64764e-05	3.64764e-05	0	0	0.00399417	0.017071	0	0.00350174	0.000984863	0	0	0	0	0	0	5.47146e-05	0	0.000164144	0	0	0	0	5.47146e-05	0	0	0	0	0.00795186	0.0126756	0	0	3.64764e-05	0
ERR2014376	0.00136954	0	6.15524e-05	0	0	0.00957139	0	0.000153881	0.000415479	0	0.000215433	0	0.00412401	0.0132953	0.000861733	0.0605829	0	0.22542	0.00772482	32.7304	0.263244	0	0	0	0.000938674	6.15524e-05	0	0	0.00112333	0	0.00201584	0	0	0	0	0	0.00404707	0	0.00461643	0	0	0	0	0	0	0	0	0.000369314	0.00978683	0.0133569	9.23286e-05	0	0	0.000107717	0.00255442	0.000123105	9.23286e-05	0	0	0	0.000169269	0.000384702	0.000307762	0.0272369	0.00133876	0.000800181	0	0	23.238	0	0.000800181	0	0	0	0.00110794	0	0.000184657	0	0	0	0	0.0261905	0.000184657	0	0.00377008	0	21.9241	0.0315918	0.00877121	0	0	0	0	4.61643e-05	0.000123105	0	0	0	0	0	3.13628	4.61643e-05	0	0.694726	0.0868196	0.103593	0	0.179533	0.00136954	0	0.0198968	0	0	0.000184657	0.000107717	3.07762e-05	0	0	0	0.0214048	0	0	0.00223127	0.00600136	0.727072	3.07762e-05	0.0823725	0.000138493	0.0187735	0.0206508	0.000138493	0.00170808	0.000153881	0.0835573	0.137631	0.00333922	0.849377	0	0.000553971	0.202338	0.0121566	4.61643e-05	0.00358543	0.0218665	0	3.07762e-05	0.0145571	7.69405e-05	0.00746323	0	0	0	0.00524734	0.00303145	0.00561665	0.0101561	0.00161575	0.000200045	0.0290066	0	0.00927902	11.5048	0	9.23286e-05	0.000430867	0	0	2.08459	0	1.24882	0.0225589	0	0	0	0	0	0	0	0.00161575	0.00300068	0	0.00755555	0	0	0	0	0	0	0	0.000123105	0	0.000507807	0	3.07762e-05	0	0	0	0	0	3.07762e-05	0	0	0	0	0	0	0
ERR2014377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000841618	0.00175337	0	0	0	0.0147283	0.038995	0	0	0	0	0	0	0	0	0	0	0	0	0.000210405	0	0	0.00126243	0	0	0	0	0	0	0	0	0	0	0	0.000280539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000210405	0	0	0	0.000210405	0.533025	0	0	0	0	0	0	0	0.0337349	0	0	0	0.0393456	88.4585	0	0.00210405	0.0258096	0.0438343	5.5375	4.88749	0.0481826	0.00497957	0.000701348	0	0	0.0509179	0.252065	0	0	0	0	0	0.00210405	0	0	0.000420809	0	0	0	0	0.000350674	0	0	0	0	0	0	0	0	0.00014027	0	0	0	0	0	0	0.00126243	0	0.000490944	0	0.000490944	0.000210405	0	0	0	0.00014027	0.00014027	0	0.00245472	0	0	0.00014027	0	0	0	0.000420809	0	0	0	0	0.000280539	0	0	0	0	0	0	0	0	0	0	0	0	0.00252485	0	0	0	0	0	0.000420809	0	0.00182351	0.00890712	0	0	0	0.00014027	0	0	0	0	0.000210405	0	0	0	0	0	0	0	0	0	0	0	0.000210405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2014378	0	0	2.59603e-05	0	0	0.00110331	0	6.49008e-05	0	0.000103841	0.000103841	0	0.549684	0.00870969	0.0047118	0.056282	3.89405e-05	0.000674968	0	1.92457	0.199778	2.59603e-05	0	0	0.000194702	0	0.000285563	0	0.00185616	0.000623048	0.00120715	0	0	0	0	0	0.0126686	0	0	0	0	0	0	0	0	2.59603e-05	5.19206e-05	0.000168742	0.0208591	0.0158098	0.000597087	5.19206e-05	0	0.000181722	0.000259603	0.000233643	5.19206e-05	2.59603e-05	0	0	0.000363444	0	2.59603e-05	0.0182112	0.00262199	0.000168742	3.89405e-05	0	76.9574	0.000298544	0.000103841	0	0	0	0.000103841	0	2.59603e-05	0	0	0	0.000285563	0.0842023	9.08611e-05	0	0.0395765	0.000882651	9.25156	0.0112538	0.0225076	0	0	0	0	0.000207683	0.0034008	0	0	0	0	0.000363444	0.057541	5.19206e-05	0	0.0825928	0.0703005	0.00201192	0	0.000493246	0.000895631	0	0.0255839	0	0	0.000584107	0.000532187	0.000116821	0.00138888	0	0.00177828	0.0108904	0	0	0.00233643	0.0161214	0.229684	0	0.360251	0.00231047	0.736741	0.0953133	5.19206e-05	0.000454306	0	0.000363444	0.0813726	0.00623048	3.00056	0	7.7881e-05	0.0437821	0.00292054	0	0.004582	0.151946	0	5.19206e-05	0	0	0.00172636	3.89405e-05	0.000519206	0	0.000739869	0	0.0125648	0.000233643	0	0	0.00656796	0	0.000752849	1.19404	7.7881e-05	7.7881e-05	7.7881e-05	0	0	0	0	3.55106	1.03469	2.59603e-05	0	0	0	2.59603e-05	0	0	0.00231047	0.0035955	0	3.89405e-05	7.7881e-05	0	0	0	2.59603e-05	0	0	2.59603e-05	0	0.00231047	0.000311524	0	2.59603e-05	0	0.000103841	0	0	2.59603e-05	7.7881e-05	0.000739869	0.00151868	0.000116821	6.49008e-05	0.000687948	5.19206e-05
ERR2014379	0	0	0	0	0	0	0	0	0	0	0	0	4.0596e-05	0	0	0.00010149	0	0	0	0.000548045	0.00261844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.11919e-05	0	0	0	0	0	0	0	0	0	0	0	4.0596e-05	0	0	0	0	0	0	0	0.00020298	0	0	0	0	0	0	0.000182682	0	0	0	0	0.0204807	0	0	0	0	0	0	8.11919e-05	0.154163	0	0	0	0.0123818	94.9382	0.00127877	4.0596e-05	0.0257581	2.01959	0.262351	1.03542	0.023566	1.37373	0	0	0	0.116429	0.00775383	0	0	0	0	0	0.00010149	0	0	0.000121788	0	4.0596e-05	0	0	4.0596e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0596e-05	0	4.0596e-05	0	0.000162384	0	4.0596e-05	0	0	0	0	0	0.000629237	0	0.000385662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010149	0	0	0.00135996	0	0	0	0	0	0	0	0.00129907	0.000629237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2014380	0	0	0	0	0	0	7.70874e-05	0	0	0	3.0835e-05	0	0.000524194	0.00684536	0.00120256	0.00152633	3.0835e-05	0	0	0.0045019	0.00175759	0	0	0	0	0	0	0	0	0	0	0	3.0835e-05	0.00012334	0	0	0.242239	0	0	0	0	3.0835e-05	3.0835e-05	0.00101755	0	3.0835e-05	4.62524e-05	3.0835e-05	0.000462524	0.000385437	0	0	0	0.00030835	9.25049e-05	4.62524e-05	0.000277515	0	0	0	0.000277515	0	0	0.177995	0	0	0	0	0.128027	0.000524194	0	0	0.000262097	0	0	0	0.163795	0.00030835	0.000107922	7.70874e-05	0.181633	90.5547	0.00138757	0.000262097	0.066696	2.4233	1.87446	2.38223	0.019056	1.12008	0.000955884	0	3.0835e-05	0.119193	0.196742	0	0	0	0	6.16699e-05	0.000292932	0	0	0.000277515	0	9.25049e-05	0	0.000462524	0.00012334	0	0.000616699	0	0	4.62524e-05	0	3.0835e-05	0	0	0	0	0	3.0835e-05	0	0.0711517	0.0260555	0	0.1012	0.000724621	0.000616699	0.00279056	0	6.16699e-05	0	0.000755456	0.000740039	0.000292932	0.00794	0	0	0.00349977	0.00103297	0	0	0.000632117	0	0	0	0	0	0	0	0	0	3.0835e-05	0	0	0	0	0.00126423	0	0	0.0432306	0	0.000169592	0.00457899	0	0	0	0	0.00106381	0.000277515	0	0	0	0.000370019	0.00018501	3.0835e-05	0	0.00018501	4.62524e-05	3.0835e-05	0	0	0.00012334	0	0	0	0.00109464	0.00018501	0	0	0.00215845	3.0835e-05	0.00407021	9.25049e-05	3.0835e-05	9.25049e-05	0.000277515	0	0	4.62524e-05	0.0199656	0.0269035	0.00012334	3.0835e-05	0	0
ERR2014381	0	0	0	0	0	0	5.5564e-05	0	0	0	0	0	0.000916806	5.5564e-05	0.00069455	0.00330606	0	0.00013891	0	0.00969592	0.00902915	0	0	0	0	0	0	0	0	0	0	0	0	0.000444512	0	0	0.00444512	5.5564e-05	0	0	0	0	0	5.5564e-05	0	0	0.000166692	0	0.00194474	5.5564e-05	0	0	0	0.00041673	0.000777896	0.00041673	5.5564e-05	0	0	0	0.000194474	0	0.00027782	0.00161136	0	0	0	0.00013891	0.143077	0	0	0	0	0	0	0	0.131214	0	0	0	0.0250594	78.7942	0.00188918	0.000388948	0.0774563	1.50809	13.2705	4.15916	0.0270875	1.57994	0.000777896	0	0	0.099543	0.12638	5.5564e-05	0	0	5.5564e-05	0	0.000222256	0	0	0.000444512	0	0	0	5.5564e-05	0.00141688	5.5564e-05	0.00027782	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00408396	0	8.3346e-05	0	0.000194474	0.00055564	0	0	0	8.3346e-05	0.00027782	0	0.00205587	0	0	0	0	0	0	0.00133354	0	0	0	0	5.5564e-05	0	0	0	0	0	0	0	0	0	0.000166692	0	0	0.00069455	0	0	0	0	0	0	0	0.000361166	0.00013891	0	0	0	0	5.5564e-05	0	0	0.000500076	0.00013891	0	0	0	0	0	0	0	0	0	0	0	0	0	8.3346e-05	0	0	8.3346e-05	0	0	0	0	0.00280598	0.00394505	0	5.5564e-05	0	0
ERR2014382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000336224	0	0	0	0.00109273	0.000196131	0	0	0	0	0	0	0	0	0	0	0	0	0.000140093	0	0	0	0	0	0	0	0	0	0	0	5.60374e-05	8.40561e-05	0	0	0	0	0	0	0	0	0	0.000112075	0	0	0	0	0	0	5.60374e-05	0	0	0	5.60374e-05	0.0297559	0	0	0	0	0	0	0	0.135302	0	0	0	0.00683656	95.7032	0.000560374	0	0.0318292	0.740702	0.225466	0.833696	0.0317452	2.09658	0	0	0	0.138524	0.0115717	0	0	0	0	0	0.000196131	0	0	0.000112075	0	0	0	0	0	0	0.000532355	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000392262	0	0	0	0.000280187	0	0	0	0	5.60374e-05	5.60374e-05	0	0.00725684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000980654	0	0	0.00086858	0	0	0	0	0	8.40561e-05	0	0.00126084	5.60374e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR2014383	0.00104147	3.06314e-05	0.00434966	0	0	0.0234636	0	0.00150094	0.0025424	0	0.000137841	0	0.00102615	0.0315197	0.00245051	0.702561	4.59471e-05	0.0612781	0	12.2673	0.279083	3.06314e-05	6.12628e-05	0	0.0012712	0	4.59471e-05	0	0.00488571	6.12628e-05	0.00238925	0	0	0	0	0	0.0312746	0	3.06314e-05	0	0	0	0	0	0	0	0	0.00101084	0.0214573	0.0190987	0.000367577	0	0.000168473	0.0015622	0.000719837	0.000612628	0	0	0	0	0.000352261	0.00101084	0.000137841	0.0702531	0.00134778	0.00105678	4.59471e-05	0	59.6382	4.59471e-05	0	6.12628e-05	6.12628e-05	3.06314e-05	0.00104147	0	0	0	0	0	0	0.013585	0	0	0.00067389	0.000122526	1.86106	0.00217483	0.00479381	9.18941e-05	0	0	0	0	3.06314e-05	0	0	0	4.59471e-05	0.000306314	1.16143	0	0	0.610836	0.061324	0.190527	0	1.85295	0.0678332	0	0.000490102	6.12628e-05	0	0.00199104	0.000643259	0.000352261	0.0054677	0	0.000153157	0	0.000122526	0	0.0490562	0.0169238	0.150032	0.00531454	1.016	0.0060497	0.830677	0.0280583	0.0138301	0.0641727	0.000811732	1.85821	0.190772	0.0666386	8.59639	0.00010721	0.000306314	0.577233	0.0519968	0	0.0182563	0.43544	0	0.00395145	0.00252709	0	0.00667764	9.18941e-05	3.06314e-05	7.65785e-05	0.00281809	0.0041046	0.0114255	0.000704522	0.00580465	9.18941e-05	0.119401	0	0.00539112	2.47466	0.00021442	0	0.000183788	0	0	1.74498	0	0.0163112	2.59956	0	0	0	0	0	0	0	0.00170004	0.00454876	0	7.65785e-05	4.59471e-05	0	0	0	0	0.000245051	0	0	0	0.0026343	0.000290998	0	0	0	0.000459471	0	0	0.000490102	0	0	0	0	0	9.18941e-05	4.59471e-05
ERR2014384	0	0	0	0	0	0	0	0	0	0	0	0	0.0013432	0.000594529	0.00244418	0.0109658	0	0.00110098	0	0.102215	0.0703086	0	0	0	0	0	0	0	0	0	0	0	0	0.000110098	0	0	0.0167789	0	0	0	0	0	0	0	0	4.40392e-05	4.40392e-05	0	0.005615	0	0	0	0	4.40392e-05	0.000132118	0.000638568	0.000814725	0	0	0	0.000748666	0	0	0.00193772	0	0	0	0	0.236733	4.40392e-05	0	0	0	0	0	0	0.00129916	0	0	0	0	0.0737657	0.000902804	0	0.0161404	0	99.3443	0.0668075	0.00394151	0	6.60588e-05	0	0	0	0.000616549	4.40392e-05	0	0	0	0	0.00284053	0	0	0.000682608	0	8.80784e-05	0	0.000198176	0.00290659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00973266	0	8.80784e-05	0	0.000242216	0.00200378	0	0	0	4.40392e-05	0.00132118	0	0.000704627	0	0	4.40392e-05	0	0	0	0.00442594	0	0	0	0	4.40392e-05	0	0	0	0	0	0	0	0	0	8.80784e-05	0	0	0.000286255	0	0.000132118	0	0	0	0.000770686	0	0.00960054	0.000308274	0	0	0	0.000132118	0.000110098	0	0	0.000968862	0.00118906	0	0	0.000110098	0	0	0	0	0	0	0	0	0.000154137	0	0	0	0	0.000220196	0	0	0	0	0	0	0	0	0	0
ERR2014385	0	0	0	0	0	0	0	0	0	0	0	0	7.89912e-05	0.00098739	0.00675375	0.022236	0	0.00209327	0	0.143409	0.0824668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0380738	0	0	0	0	0	0	0	0.000118487	0	0.000276469	0	0.0122041	0	0	0	0	0	0	0.00201428	0.00205377	0	0	0	0.000868903	0	0	0.00165881	0	7.89912e-05	0	0	0.213158	0	0	0	0	0	0	0.000236974	0.00098739	0	0	0	0	0.0777668	0.000947894	0.000118487	0.0161537	0	99.1833	0.0631535	0.00418653	0	0.00063193	0	0	0	0.0648518	7.89912e-05	0	0	0	0	0.00422603	0	0	0.00122436	0	7.89912e-05	0	0.00035546	0.00363359	0	0.000197478	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0172596	0	7.89912e-05	0	0.000276469	0.00288318	0	0	0	0	0.000592434	0	0.0035546	0	0	0	0	0	0	0.00932096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000513443	0	0	0.000671425	0	0.00142184	0	0	0	0.000552938	0	0.00797811	7.89912e-05	0	0	0	0.000592434	0	0	0	0.000592434	0.00098739	0	0	0.000789912	0	0	0	0	0	0	0	0	0.00063193	0	0	0	0	0.000552938	0	0	0	0	0	0	0	0	0	0
ERR2014386	0	9.34873e-05	0	0	0	0	0	0	0	0	0	0	0	0.000864757	0.00652074	0.0258025	0	0.00128545	0	0.138572	0.0781554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039662	0	0	0	0	0	0	0	0.000163603	9.34873e-05	0.000163603	0	0.0131583	7.01155e-05	0	0	0	0	0	0.00179963	0.00229044	0	0	0	0.00135557	0	0	0.000537552	7.01155e-05	0	0	0	0.385822	0	0	0	0	0	0	0	0.000958245	0	0	0	0	0.0814742	0.00123871	0	0.0204036	0	98.9494	0.0643894	0.00418356	0.000186975	0.000186975	0	4.67436e-05	0	0.00528203	0.000140231	0	0	0	0	0.00479122	0	0	0.00675446	0.000116859	0.00109848	0	0.000303834	0.00631039	0	0.000818014	0	0	0	0	0	0	0	0	0	0	0	7.01155e-05	4.67436e-05	0.0239327	0	0.000186975	0	0.000140231	0.00287473	0	0	0	9.34873e-05	0.00156591	0.000210346	0.00745561	0	0	0.000818014	0	0	0	0.00876443	0	0	0	0	0.00231381	0	0	0	0	0	0	0	7.01155e-05	0	0.000233718	0	0	0.0410877	0	0.000747898	0	0	0	0.000584295	0	0.0445233	0.0170381	0	4.67436e-05	0	0.000280462	0	0	0	0.000303834	0.000794642	0	0	0.00025709	0	0	0	0	0	0	0	0	0.000350577	0	0	0	0	0.000560924	4.67436e-05	0	0	0	0	0	0	0	0	0
ERR2014387	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000488864	0.00342205	0.0160347	0	0.000782182	0	0.095524	0.0825202	0	0	0	0	0	0	0	0	0	0	0	0	0.000293318	0	0	0.0207278	0	0	0	0	0	0	0	0	0	0.000293318	0	0.00831068	0	0	0	0	0	0	0.00146659	0.000293318	0	0	0	0.000977727	0	0	0	0	0	0	0.000293318	0.374958	0	0	0	0	0	0	0	0.00117327	0	0	0	0	0.0824224	0.00127105	0	0.0135904	0	99.1728	0.0576859	0.00273764	0	0	0	0	0	0.000488864	0.000195545	0	0	0	0	0.00615968	0	0	0.000977727	0	0.000586636	0	0.000391091	0.00263986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0149592	0	0	0	0	0.00127105	0	0	0	0	0.000977727	0	0.00117327	0	0	0	0	0	0	0.00821291	0	0	0	0	0.000195545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000391091	0	0	0	0.00185768	0	0.0151548	0.002151	0	0	0	0	0	0	0	0.00234655	0.00117327	0	0	0	0	0	0	0	0	0	0	0	0.000195545	0	0	0	0	0.000391091	0	0	0	0	0	0	0	0	0	0
ERR2014388	0.00263315	0	0	0	0	0.00171059	0	1.92201e-05	0.00011532	0	0.00013454	0	0.00557382	0.256607	0.00660209	0.845433	6.72702e-05	0.00013454	0	1.81412	34.6804	1.92201e-05	0.00351727	0	0.00307521	0	0	0	0	5.76602e-05	0.000451672	0	1.92201e-05	0	0	0	0.0172212	0	0.0420151	0	0	0	0	0.00011532	0	1.92201e-05	1.92201e-05	0.000336351	0.0121759	0.0204694	0.00297911	0	0	0.000172981	0.00298872	0.000153761	1.92201e-05	0	0	0	0.000797633	0.000172981	0.000576602	0.0307521	0.00493956	0.00623691	0.000211421	0	29.4179	0.000144151	0	0	8.64903e-05	0	0.00120125	0	0	0	0	0	0	0.00346922	0	0	0.00140307	0	1.10608	0.000451672	0.00753427	0	0	0	0	0.00010571	0	0	0	1.92201e-05	0	1.92201e-05	0.072181	6.72702e-05	0	0.72033	0.044408	0.0827328	0	0.161352	0.00381518	0	0.228796	0	0	0.00129735	0.00010571	0.0020085	0.000413232	0	0.00141268	0.0336063	0.000192201	0	0.00146073	0.262325	0.184628	0.00389206	1.84266	0.00330585	3.33729	0.0514233	0.00209499	0.0135405	0.00010571	0.57221	0.195958	0.00352688	0.847913	0	0.00937939	0.279931	0.0395741	0	0.0439275	0.639125	2.88301e-05	0.000326741	2.88301e-05	0	4.1571	0.000221031	0	5.76602e-05	0.00281574	0.000470892	0.00169137	0.00136463	0.0413712	0.000211421	0.067818	5.76602e-05	0.00294067	6.63934	0.00989834	1.92201e-05	0	0	0	0.00012493	0	5.17346	5.87116	0	0	0	0.00013454	0	0	0	0.0349036	0.00108593	0	0.00012493	7.68803e-05	0	0	0	0	0	0	0	0	0.00265237	4.80502e-05	1.92201e-05	0	0	0.000634262	0	0	0	0.000711143	0.000230641	0.000345961	0	1.92201e-05	3.84401e-05	4.80502e-05
ERR2014389	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000470564	0.00447036	0.0171756	0	0	0	0.0643496	0.109406	0	0	0	0	0	0	0	0	0	0	0	0	0.000823487	0	0	0.0223518	0	0	0	0	0	0	0	0	0	0	0	0.00858779	0	0.000470564	0	0	0	0	0.000352923	0.000235282	0	0	0	0.00117641	0	0	0.000235282	0	0	0	0.00211754	0.327748	0	0	0	0	0	0	0	0.00282338	0	0	0	0.0472917	0.666554	0	0	0.0097642	0.00588205	35.5524	63.0554	0.00399979	0.0179991	0	0	0	0.000588205	0.000470564	0	0	0	0	0	0.00294102	0	0	0.0025881	0.000470564	0.000470564	0	0.000470564	0.00317631	0	0.000588205	0	0	0	0	0	0	0	0	0	0	0	0	0.000941128	0.0144698	0	0.00176461	0	0.00270574	0.000235282	0	0	0	0	0.000588205	0	0.00364687	0	0	0	0	0	0	0.0051762	0	0	0	0	0.000705846	0	0	0	0	0	0	0	0	0	0	0	0	0.00411743	0	0	0	0	0	0.00211754	0	0.0051762	0.0216459	0	0	0	0	0	0	0	0	0.000823487	0	0	0	0	0	0	0	0	0	0.0019999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
