gene	geneCountCategory
V1240499	HGC
V1177462	HGC
V1357153	HGC
V1393635	HGC
V1379917	HGC
V1408929	HGC
V1074313	HGC
V1077168	HGC
V1203777	HGC
V1728013	HGC
V1066910	HGC
V1421438	HGC
V1200593	HGC
V1066144	HGC
V1085032	HGC
V1235967	HGC
V1294607	HGC
V1067037	HGC
V1067937	HGC
V1337358	LGC
V1166828	HGC
V1200167	HGC
V1834858	LGC
V1067558	HGC
V1046017	HGC
V1080455	HGC
V1067114	HGC
V1576661	HGC
V1138984	HGC
V1065433	HGC
V1192184	HGC
V1073455	HGC
V1067559	HGC
V1530204	HGC
V1085783	HGC
V1268218	HGC
V1067562	HGC
V1068297	HGC
V1566080	HGC
V1053762	HGC
V1090535	HGC
V1065552	HGC
V1069093	HGC
V1066664	HGC
V1067088	HGC
V1614891	HGC
V1087726	HGC
V1065506	HGC
V1067115	HGC
V1013250	HGC
V1066640	HGC
V1076687	HGC
V1065484	HGC
V1232082	HGC
V1066925	HGC
V1386949	HGC
V1557734	HGC
V1111563	HGC
V1039337	HGC
V1066648	HGC
V1109394	HGC
V1099628	HGC
V1265662	HGC
V1341867	HGC
V1066160	HGC
V1569324	HGC
V1051876	HGC
V1054120	HGC
V1067450	HGC
V1190192	HGC
V1411137	HGC
V1322633	HGC
V1153984	HGC
V1411952	HGC
V1238645	HGC
V1414120	HGC
V1085162	HGC
V1363555	HGC
V1582926	HGC
V1194949	HGC
V1067955	HGC
V1345638	HGC
V1185703	HGC
V1190145	HGC
V1558106	HGC
V1553939	HGC
V1463976	HGC
V1066613	HGC
V1066645	HGC
V1345614	HGC
V1235913	HGC
V1066936	HGC
V1421911	HGC
V1422497	HGC
V1201810	HGC
V1594594	HGC
V1070409	HGC
V1065438	HGC
V1068288	HGC
V1068470	HGC
V1373610	HGC
V1054116	HGC
V1271226	HGC
V1235912	LGC
V1067278	HGC
V1373615	HGC
V1561223	HGC
V1524769	HGC
V1436641	HGC
V1044344	HGC
V1088211	HGC
V1065923	HGC
V1295411	HGC
V1066655	HGC
V1079798	HGC
V1065536	HGC
V1081499	HGC
V1066663	HGC
V1560688	HGC
V1373601	HGC
V1067945	HGC
V1295007	HGC
V1010320	HGC
V1229972	HGC
V1068294	HGC
V1066917	HGC
V1065446	HGC
V1437028	HGC
V1175702	HGC
V1082990	HGC
V1508258	HGC
V1065511	HGC
V1065454	HGC
V1051698	HGC
V1145464	HGC
V1042360	HGC
V1037377	HGC
V1067571	HGC
V1594831	HGC
V1190158	HGC
V1613200	HGC
V1067099	HGC
V1109127	HGC
V1067579	HGC
V1273194	HGC
V1194952	HGC
V1368484	HGC
V1065555	HGC
V1465589	HGC
V1392272	HGC
V1554493	HGC
V1368901	HGC
V1178485	HGC
V1065542	HGC
V1065457	HGC
V1068964	HGC
V1373715	HGC
V1499465	HGC
V1067581	HGC
V1065494	HGC
V1067075	HGC
V1138887	HGC
V1884213	HGC
V1190262	HGC
V1074055	HGC
V1054885	HGC
V1616703	HGC
V1138842	HGC
V1065456	HGC
V1200513	HGC
V1066644	HGC
V1373607	HGC
V1114990	HGC
V1065916	HGC
V1290770	HGC
V1200741	HGC
V1065335	HGC
V1554033	HGC
V1066656	HGC
V1553877	HGC
V1065558	HGC
V1073235	HGC
V1065938	HGC
V1079167	HGC
V1067560	HGC
V1065539	HGC
V1485691	HGC
V1138310	HGC
V1085154	HGC
V1065317	HGC
V1374205	HGC
V1079391	HGC
V1380123	HGC
V1065515	HGC
V1613276	HGC
V1409303	HGC
V1089092	HGC
V1065337	HGC
V1500790	HGC
V1036725	HGC
V1553636	HGC
V1074700	HGC
V1065504	HGC
V1192293	HGC
V1240371	HGC
V1366835	HGC
V1067576	HGC
V1012547	HGC
V1507296	HGC
V1066661	HGC
V1067466	HGC
V1012548	HGC
V1066642	HGC
V1013092	HGC
V1065553	HGC
V1065535	HGC
V1280706	HGC
V1066649	HGC
V1139530	HGC
V1052838	HGC
V1229971	HGC
V1085028	HGC
V1788382	HGC
V1065313	HGC
V1043880	HGC
V1067063	HGC
V1067905	HGC
V1576095	HGC
V1203298	HGC
V1052840	HGC
V1839595	HGC
V1200638	HGC
V1265029	HGC
V1287852	HGC
V1065544	HGC
V1065315	HGC
V1084261	HGC
V1066151	HGC
V1079799	HGC
V1050717	HGC
V1373577	HGC
V1422203	HGC
V1079750	HGC
V1421169	HGC
V1067921	HGC
V1052836	HGC
V1084171	HGC
V1067066	HGC
V1268220	HGC
V1356715	HGC
V1202264	HGC
V1068298	HGC
V1192484	HGC
V1440667	HGC
V1066147	HGC
V1368148	HGC
V1200647	HGC
V1386742	HGC
V1051292	HGC
V1109785	HGC
V1075903	HGC
V1612264	HGC
V1065363	HGC
V1374012	HGC
V1011843	HGC
V1423037	HGC
V1385920	HGC
V1066921	HGC
V1055554	HGC
V1065580	HGC
V1547417	HGC
V1574627	HGC
V1139748	HGC
V1194993	HGC
V1121567	HGC
V1140976	HGC
V1050301	HGC
